,P_gross_watts,Q_var,P_pv_watts,V,P_pv_normalized_by_max,,,,
2017-09-08 00:00:00-10:00,919.1396,236.1736667,0,242.5952,0,0.583589749,0.124254857,1574.975574,1900.7198
2017-09-08 00:15:00-10:00,877.3024,226.0902,0,242.9480667,0,0.557026035,0.118949779,,
2017-09-08 00:30:00-10:00,940.2984667,243.4126,0,243.4773333,0,0.597024158,0.128063379,,
2017-09-08 00:45:00-10:00,798.9564,225.4778,0,243.7252667,0,0.507281772,0.118627585,,
2017-09-08 01:00:00-10:00,783.0654667,243.7228667,0,243.6836667,0,0.497192134,0.128226615,,
2017-09-08 01:15:00-10:00,713.9960667,226.2175333,0,243.6671333,0,0.453337867,0.119016771,,
2017-09-08 01:30:00-10:00,664.0846,194.9233333,0,242.2661333,0,0.421647555,0.102552377,,
2017-09-08 01:45:00-10:00,631.0949333,174.2706,0,241.7396667,0,0.40070141,0.091686634,,
2017-09-08 02:00:00-10:00,827.9252667,220.0102667,0,242.0828667,0,0.525674988,0.115751026,,
2017-09-08 02:15:00-10:00,858.3357333,219.1960667,0,242.0438667,0,0.544983521,0.115322662,,
2017-09-08 02:30:00-10:00,990.218,210.9308571,0,242.3397857,0,0.628719592,0.110974199,,
2017-09-08 02:45:00-10:00,1001.2988,206.8837333,0,242.8006667,0,0.635755129,0.10884494,,
2017-09-08 03:00:00-10:00,924.4521333,193.113,0,242.9204,0,0.586962838,0.101599931,,
2017-09-08 03:15:00-10:00,995.3392667,206.7838,0,242.8435333,0,0.63197124,0.108792364,,
2017-09-08 03:30:00-10:00,920.5619333,192.9385333,0,243.1453333,0,0.584492832,0.101508141,,
2017-09-08 03:45:00-10:00,970.172,213.8025333,0,242.4776667,0,0.615991775,0.112485035,,
2017-09-08 04:00:00-10:00,968.2454667,226.5754667,0,242.6026,0,0.614768561,0.119205086,,
2017-09-08 04:15:00-10:00,912.2615714,219.7538571,0,242.0094286,0,0.579222679,0.115616125,,
2017-09-08 04:30:00-10:00,901.3757143,243.646,0,242.7357857,0,0.572310916,0.128186175,,
2017-09-08 04:45:00-10:00,852.4207333,228.8383333,0,242.6727333,0,0.541227907,0.120395617,,
2017-09-08 05:00:00-10:00,904.1028667,236.9488667,0,241.8737333,0,0.574042469,0.124662702,,
2017-09-08 05:15:00-10:00,842.3235333,223.3952667,0,241.261,0,0.534816887,0.11753193,,
2017-09-08 05:30:00-10:00,892.8496,236.3538667,0,242.4174667,0,0.566897427,0.124349663,,
2017-09-08 05:45:00-10:00,836.0042667,224.1494667,0,241.7716667,0,0.530804592,0.117928727,,
2017-09-08 06:00:00-10:00,888.5032667,234.8681333,0,241.7308667,0,0.564137807,0.123567994,,
2017-09-08 06:15:00-10:00,833.9518,220.9673333,0,240.7502667,0,0.529501418,0.116254554,,
2017-09-08 06:30:00-10:00,911.1926997,128.8604667,35.685633,241.5689333,0.006827553,0.57854402,0.067795614,,
2017-09-08 06:45:00-10:00,854.2241442,109.8066,105.1863442,242.2246,0.020124776,0.542372947,0.057771061,,
2017-09-08 07:00:00-10:00,940.1250384,184.5278,252.0910384,243.3473333,0.048231315,0.596914043,0.097083116,,
2017-09-08 07:15:00-10:00,877.5408413,220.9135333,451.7325747,244.6662,0.086427729,0.557177429,0.116226249,,
2017-09-08 07:30:00-10:00,956.8754601,492.417,837.2673267,245.1816,0.160190161,0.607549397,0.259068696,,
2017-09-08 07:45:00-10:00,487.1606218,520.6619333,1228.372688,244.7627333,0.23501839,0.309313128,0.273928821,,
2017-09-08 08:00:00-10:00,417.4075815,567.8293333,1563.770982,244.4814,0.299188464,0.265024797,0.298744367,,
2017-09-08 08:15:00-10:00,406.7557624,650.0942,1893.259629,244.9538,0.362227876,0.258261632,0.342025269,,
2017-09-08 08:30:00-10:00,442.1001747,736.7444667,2204.732575,246.2749333,0.421820434,0.280702877,0.387613401,,
2017-09-08 08:45:00-10:00,596.0214842,828.1455333,2522.473684,246.0045333,0.482612247,0.378432208,0.435701008,,
2017-09-08 09:00:00-10:00,841.4066636,1227.707929,2821.042735,247.4169286,0.539735968,0.534234738,0.645917367,,
2017-09-08 09:15:00-10:00,1059.784148,1216.411333,3071.705548,247.5668,0.587694027,0.672889259,0.639974042,,
2017-09-08 09:30:00-10:00,788.8737985,1065.6714,2813.911932,245.403,0.538371667,0.500880021,0.56066728,,
2017-09-08 09:45:00-10:00,353.0995946,1415.0182,3970.594595,248.9409333,0.759673963,0.224193696,0.744464387,,
2017-09-08 10:00:00-10:00,568.3410941,1625.425333,4162.529161,248.6445333,0.796395842,0.360857085,0.855163046,,
2017-09-08 10:15:00-10:00,729.1367263,1725.799933,3999.210526,248.9917333,0.765148906,0.462951133,0.907971776,,
2017-09-08 10:30:00-10:00,559.4777665,1365.1604,3206.4367,246.0784,0.613471463,0.355229488,0.718233377,,
2017-09-08 10:45:00-10:00,400.6835581,1461.0946,3956.014225,247.0538667,0.756884374,0.254406205,0.76870594,,
2017-09-08 11:00:00-10:00,946.9873029,1305.638929,3659.71266,244.8363571,0.700194481,0.601271104,0.68691815,,
2017-09-08 11:15:00-10:00,536.0342432,1699.039267,4726.243243,248.2592667,0.904248432,0.34034448,0.893892549,,
2017-09-08 11:30:00-10:00,195.2326414,928.923,2278.108108,242.1664667,0.435859007,0.123959155,0.488721694,,
2017-09-08 11:45:00-10:00,306.9265686,1422.858071,3572.257426,246.0464286,0.683462109,0.194877034,0.748589072,,
2017-09-08 12:00:00-10:00,858.580007,955.9969333,2884.789474,242.0215333,0.551932312,0.545138617,0.502965736,,
2017-09-08 12:15:00-10:00,634.0899012,1887.991,5182.694168,248.6242667,0.9915789,0.402603006,0.993303169,,
2017-09-08 12:30:00-10:00,229.5650707,772.5553333,1963.488604,241.8448667,0.375664434,0.145757861,0.406454088,,
2017-09-08 12:45:00-10:00,969.8177523,1453.598267,4558.538352,247.5075333,0.872162296,0.615766853,0.764761995,,
2017-09-08 13:00:00-10:00,760.2505977,1900.7198,4994.555398,249.1054667,0.955583252,0.482706278,1,,
2017-09-08 13:15:00-10:00,617.2802817,1690.305333,4379.709815,247.7557333,0.837947928,0.391930067,0.889297483,,
2017-09-08 13:30:00-10:00,513.5877971,1862.796667,4974.358464,248.6031333,0.951719074,0.326092547,0.980048015,,
2017-09-08 13:45:00-10:00,665.0399016,1796.195467,5049.196302,246.6016667,0.966037422,0.422254105,0.945008026,,
2017-09-08 14:00:00-10:00,328.3981817,1457.868667,4266.522048,245.4064,0.81629228,0.208510016,0.767008723,,
2017-09-08 14:15:00-10:00,436.3274734,798.175,2149.662873,239.6664667,0.411284224,0.277037613,0.419933017,,
2017-09-08 14:30:00-10:00,640.4990984,519.1386,1672.803698,239.2196,0.320049148,0.406672401,0.27312737,,
2017-09-08 14:45:00-10:00,504.4669675,414.3243571,1114.255682,239.6261429,0.213184955,0.320301455,0.21798287,,
2017-09-08 15:00:00-10:00,626.6462865,601.935,1777.486486,243.101,0.340077581,0.397876829,0.31668792,,
2017-09-08 15:15:00-10:00,382.3076688,756.9492857,1982.670455,244.3202857,0.379334401,0.242738792,0.39824349,,
2017-09-08 15:30:00-10:00,442.6825068,391.926,1040.271307,241.2208,0.199029895,0.281072617,0.206198725,,
2017-09-08 15:45:00-10:00,461.1815257,337.1259286,896.5106686,241.2037857,0.171524893,0.292818208,0.177367505,,
2017-09-08 16:00:00-10:00,458.088325,24.02513333,655.578125,240.9162,0.125428477,0.290854241,0.012640018,,
2017-09-08 16:15:00-10:00,468.4793109,332.0415,910.9274538,242.1056429,0.174283184,0.297451795,0.174692503,,
2017-09-08 16:30:00-10:00,598.2142386,325.9888,1066.808239,242.6904667,0.204107074,0.379824455,0.171508078,,
2017-09-08 16:45:00-10:00,278.091285,703.4943333,1817.477952,243.8905333,0.347728947,0.176568634,0.370119958,,
2017-09-08 17:00:00-10:00,417.717112,-123.4682143,425.8053977,241.7607857,0.081467213,0.265221327,-0.064958662,,
2017-09-08 17:15:00-10:00,456.6411299,-176.3256923,279.8748222,242.363,0.053547047,0.289935373,-0.092767852,,
2017-09-08 17:30:00-10:00,727.4695093,-215.4645333,177.9900427,242.3727333,0.034053943,0.461892566,-0.113359441,,
2017-09-08 17:45:00-10:00,641.572618,-231.4857857,139.9134752,241.7616429,0.026768944,0.407354011,-0.121788485,,
2017-09-08 18:00:00-10:00,426.4909072,-214.5205,91.50497866,242.1212857,0.017507189,0.270792077,-0.112862769,,
2017-09-08 18:15:00-10:00,383.9889833,-224.9196,27.90611664,241.3564667,0.005339137,0.24380631,-0.118333907,,
2017-09-08 18:30:00-10:00,370.9059665,-78.2848,0.436699858,241.5492667,8.36E-05,0.235499504,-0.041186923,,
2017-09-08 18:45:00-10:00,362.1549333,-38.54006667,0,240.3852,0,0.229943206,-0.020276564,,
2017-09-08 19:00:00-10:00,358.1795714,-36.98414286,0,239.791,0,0.227419128,-0.019457967,,
2017-09-08 19:15:00-10:00,358.3959286,-37.87985714,0,240.7491429,0,0.2275565,-0.019929217,,
2017-09-08 19:30:00-10:00,315.3238,-41.2616,0,241.1396,0,0.200208692,-0.021708408,,
2017-09-08 19:45:00-10:00,290.8516667,-10.755,0,240.3431333,0,0.184670589,-0.005658383,,
2017-09-08 20:00:00-10:00,315.5635333,37.5628,0,241.075,0,0.200360906,0.019762408,,
2017-09-08 20:15:00-10:00,839.4592667,200.959,0,241.2978667,0,0.532998277,0.105727841,,
2017-09-08 20:30:00-10:00,400.7305714,-33.2475,0,242.5759286,0,0.254436055,-0.017492057,,
2017-09-08 20:45:00-10:00,331.6290714,-37.42678571,0,242.7407143,0,0.210561406,-0.019690849,,
2017-09-08 21:00:00-10:00,440.5143333,-40.9404,0,243.0634,0,0.279695978,-0.021539419,,
2017-09-08 21:15:00-10:00,442.2145333,-41.2872,0,243.8985333,0,0.280775487,-0.021721876,,
2017-09-08 21:30:00-10:00,436.5370667,-41.37946667,0,243.6102667,0,0.27717069,-0.021770419,,
2017-09-08 21:45:00-10:00,433.0852143,-41.181,0,243.1782143,0,0.274979004,-0.021666003,,
2017-09-08 22:00:00-10:00,429.1572667,-40.8486,0,242.5511333,0,0.27248503,-0.021491121,,
2017-09-08 22:15:00-10:00,399.7076429,-43.10414286,0,242.7731429,0,0.253786566,-0.0226778,,
2017-09-08 22:30:00-10:00,381.1915333,-44.90873333,0,243.0908,0,0.242030124,-0.023627224,,
2017-09-08 22:45:00-10:00,374.8982,-45.154,0,242.8974,0,0.238034295,-0.023756263,,
2017-09-08 23:00:00-10:00,371.0348,-45.0442,0,242.2178667,0,0.235581304,-0.023698496,,
2017-09-08 23:15:00-10:00,281.5977333,-43.30126667,0,242.5858667,0,0.178794984,-0.02278151,,
2017-09-08 23:30:00-10:00,372.1227333,-44.54,0,243.3679333,0,0.236272066,-0.023433228,,
2017-09-08 23:45:00-10:00,450.4547333,-42.33586667,0,243.483,0,0.286007441,-0.022273597,,
2017-09-09 00:00:00-10:00,487.3656667,-40.86146667,0,242.4146,0,0.309443317,-0.021497891,,
2017-09-09 00:15:00-10:00,367.9202857,-38.52514286,0,243.1961429,0,0.233603804,-0.020268712,,
2017-09-09 00:30:00-10:00,345.259,-37.67173333,0,243.0857333,0,0.219215463,-0.01981972,,
2017-09-09 00:45:00-10:00,344.8372,-37.24886667,0,243.6048,0,0.218947649,-0.019597242,,
2017-09-09 01:00:00-10:00,343.2413333,-37.2034,0,243.1173333,0,0.217934385,-0.019573322,,
2017-09-09 01:15:00-10:00,348.7868,-38.31373333,0,243.1181333,0,0.221455371,-0.020157486,,
2017-09-09 01:30:00-10:00,550.6576667,-49.7726,0,242.1034667,0,0.349629338,-0.026186185,,
2017-09-09 01:45:00-10:00,792.0482667,-54.75306667,0,241.949,0,0.502895587,-0.02880649,,
2017-09-09 02:00:00-10:00,491.7339286,-49.31871429,0,242.4800714,0,0.31221686,-0.025947388,,
2017-09-09 02:15:00-10:00,514.1560714,-42.2485,0,242.2548571,0,0.326453362,-0.022227632,,
2017-09-09 02:30:00-10:00,504.7687333,-42.5784,0,241.9902667,0,0.320493055,-0.022401198,,
2017-09-09 02:45:00-10:00,481.9521333,-48.52533333,0,242.0344,0,0.3060061,-0.025529977,,
2017-09-09 03:00:00-10:00,446.2465714,-51.27378571,0,241.9505714,0,0.283335551,-0.026975983,,
2017-09-09 03:15:00-10:00,440.8180667,-50.6774,0,242.1077333,0,0.279888827,-0.026662215,,
2017-09-09 03:30:00-10:00,437.4462,-50.4494,0,241.6958,0,0.277747926,-0.02654226,,
2017-09-09 03:45:00-10:00,434.626,-51.11053333,0,241.6907333,0,0.275957296,-0.026890094,,
2017-09-09 04:00:00-10:00,434.3755333,-51.19626667,0,242.1722,0,0.275798267,-0.026935199,,
2017-09-09 04:15:00-10:00,416.7452,-54.13613333,0,242.5448667,0,0.264604231,-0.028481912,,
2017-09-09 04:30:00-10:00,376.7422,-60.0236,0,242.1515333,0,0.239205107,-0.031579405,,
2017-09-09 04:45:00-10:00,281.5957143,-51.87121429,0,242.5466429,0,0.178793703,-0.0272903,,
2017-09-09 05:00:00-10:00,314.0292667,-60.73546667,0,241.8548667,0,0.199386754,-0.03195393,,
2017-09-09 05:15:00-10:00,452.0918571,3.326714286,0,241.2839286,0,0.287046901,0.001750239,,
2017-09-09 05:30:00-10:00,349.2426,-45.5906,0,241.1824,0,0.221744772,-0.023985966,,
2017-09-09 05:45:00-10:00,272.0221333,-53.78573333,0,241.3712,0,0.172715144,-0.02829756,,
2017-09-09 06:00:00-10:00,383.2023333,-44.04406667,0,241.3617333,0,0.243306842,-0.023172309,,
2017-09-09 06:15:00-10:00,295.2681333,-57.95333333,0,243.3737333,0,0.187474738,-0.030490203,,
2017-09-09 06:30:00-10:00,394.4525469,-187.2595333,28.70128023,243.6301333,0.005491272,0.250449946,-0.098520325,,
2017-09-09 06:45:00-10:00,337.3607108,-233.8008,143.6230441,242.9818667,0.027478677,0.214200599,-0.123006453,,
2017-09-09 07:00:00-10:00,391.124326,-170.2712667,348.083926,242.6017333,0.066597153,0.248336757,-0.089582519,,
2017-09-09 07:15:00-10:00,354.4314656,-132.2706,507.8691323,242.8162,0.097168056,0.225039341,-0.069589742,,
2017-09-09 07:30:00-10:00,408.8408781,93.73193333,715.4395448,242.8196,0.136881462,0.259585536,0.049313914,,
2017-09-09 07:45:00-10:00,309.0736759,214.8504,830.4267425,243.0224,0.158881387,0.196240298,0.113036335,,
2017-09-09 08:00:00-10:00,386.6723825,-199.2932143,483.5334539,241.9085,0.092512032,0.245510082,-0.104851443,,
2017-09-09 08:15:00-10:00,386.4373199,-245.2668667,392.6742532,241.4259333,0.075128397,0.245360834,-0.129038939,,
2017-09-09 08:30:00-10:00,365.8141522,-206.9602667,590.7311522,241.2235333,0.113021631,0.232266556,-0.108885206,,
2017-09-09 08:45:00-10:00,348.6311015,100.9095333,808.4005682,242.3489333,0.154667229,0.221356513,0.053090168,,
2017-09-09 09:00:00-10:00,370.2054676,120.8880667,853.7553343,242.9473333,0.163344729,0.235054736,0.063601203,,
2017-09-09 09:15:00-10:00,373.5477001,70.23466667,1159.5633,243.4425333,0.221853435,0.237176821,0.036951615,,
2017-09-09 09:30:00-10:00,391.6949485,76.0312,1342.380682,242.0836667,0.256830968,0.248699062,0.040001267,,
2017-09-09 09:45:00-10:00,325.5826659,37.17366667,1460.768466,242.5198667,0.279481509,0.206722359,0.019557678,,
2017-09-09 10:00:00-10:00,503.9779457,98.58253333,1908.819346,243.3675333,0.365204838,0.31999096,0.051865895,,
2017-09-09 10:15:00-10:00,472.6615016,170.1892143,1350.862216,240.6160714,0.258453697,0.300107195,0.089539349,,
2017-09-09 10:30:00-10:00,535.1035167,192.2979333,1382.28125,241.0333333,0.264464944,0.339753534,0.101171111,,
2017-09-09 10:45:00-10:00,376.5477462,191.0408,1903.06108,243.2103333,0.364103138,0.239081642,0.100509712,,
2017-09-09 11:00:00-10:00,643.7339947,133.1694667,2481.504261,242.4017333,0.474773773,0.408726335,0.07006265,,
2017-09-09 11:15:00-10:00,259.4543693,272.0188667,1969.327169,241.7661333,0.376781497,0.164735488,0.143113607,,
