Load,Bus,BusPhase,kVbase,kWmax,Transformer
BB_263625_1_9,DEV_263913_27,DEV_263913_27-1,0.24,1.694915818,BB_263625_1
BB_263625_1_10,DEV_263913_23,DEV_263913_23-1,0.24,1.694915818,BB_263625_1
BB_263625_1_11,DEV_263913_24,DEV_263913_24-1,0.24,1.694915818,BB_263625_1
BB_263629_1_1,DEV_263905_156,DEV_263905_156-1,0.24,1.409713615,BB_263629_1
BB_263629_1_2,DEV_263905_155,DEV_263905_155-1,0.24,1.409713615,BB_263629_1
BB_263629_1_3,DEV_263905_153,DEV_263905_153-1,0.24,1.409713615,BB_263629_1
BB_263629_1_4,DEV_263905_154,DEV_263905_154-1,0.24,1.409713615,BB_263629_1
BB_263629_1_5,DEV_263905_152,DEV_263905_152-1,0.24,1.409713615,BB_263629_1
BB_263629_1_6,DEV_263905_151,DEV_263905_151-1,0.24,1.409713615,BB_263629_1
BB_263629_1_7,DEV_263905_149,DEV_263905_149-1,0.24,1.409713615,BB_263629_1
BB_263629_1_8,DEV_263905_150,DEV_263905_150-1,0.24,1.409713615,BB_263629_1
BB_263629_1_9,DEV_263905_255,DEV_263905_255-1,0.24,1.409713615,BB_263629_1
BB_263629_1_10,DEV_263905_256,DEV_263905_256-1,0.24,1.409713615,BB_263629_1
BB_263629_1_11,DEV_263905_258,DEV_263905_258-1,0.24,1.409713615,BB_263629_1
BB_263629_1_12,DEV_263905_257,DEV_263905_257-1,0.24,1.409713615,BB_263629_1
BB_263629_1_13,DEV_263905_259,DEV_263905_259-1,0.24,1.409713615,BB_263629_1
BB_263786_1_1,DEV_263881_237,DEV_263881_237-1,0.24,1.450456846,BB_263786_1
BB_263786_1_2,DEV_263881_238,DEV_263881_238-1,0.24,1.450456846,BB_263786_1
BB_263786_1_3,DEV_263881_211,DEV_263881_211-1,0.24,1.450456846,BB_263786_1
BB_263786_1_4,DEV_263881_210,DEV_263881_210-1,0.24,1.450456846,BB_263786_1
BB_263786_1_5,DEV_263881_207,DEV_263881_207-1,0.24,1.450456846,BB_263786_1
BB_263786_1_6,DEV_263881_208,DEV_263881_208-1,0.24,1.450456846,BB_263786_1
BB_263786_1_7,DEV_263881_209,DEV_263881_209-1,0.24,1.450456846,BB_263786_1
BB_263786_1_8,DEV_263881_235,DEV_263881_235-1,0.24,1.450456846,BB_263786_1
BB_263786_1_9,DEV_263881_236,DEV_263881_236-1,0.24,1.450456846,BB_263786_1
BB_263786_1_10,DEV_263881_239,DEV_263881_239-1,0.24,1.450456846,BB_263786_1
BB_263786_1_11,DEV_263881_240,DEV_263881_240-1,0.24,1.450456846,BB_263786_1
BB_263786_1_12,DEV_263881_206,DEV_263881_206-1,0.24,1.450456846,BB_263786_1
BB_263786_1_13,DEV_263881_241,DEV_263881_241-1,0.24,1.450456846,BB_263786_1
BB_263787_1_1,DEV_263883_247,DEV_263883_247-1,0.24,1.5677971,BB_263787_1
BB_263787_1_2,DEV_263883_248,DEV_263883_248-1,0.24,1.5677971,BB_263787_1
BB_263787_1_3,DEV_263883_250,DEV_263883_250-1,0.24,1.5677971,BB_263787_1
BB_263787_1_4,DEV_263883_249,DEV_263883_249-1,0.24,1.5677971,BB_263787_1
BB_263787_1_5,DEV_263883_140,DEV_263883_140-1,0.24,1.5677971,BB_263787_1
BB_263787_1_6,DEV_263883_139,DEV_263883_139-1,0.24,1.5677971,BB_263787_1
BB_263787_1_7,DEV_263883_137,DEV_263883_137-1,0.24,1.5677971,BB_263787_1
BB_263787_1_8,DEV_263883_138,DEV_263883_138-1,0.24,1.5677971,BB_263787_1
BB_263787_1_9,DEV_263883_136,DEV_263883_136-1,0.24,1.5677971,BB_263787_1
BB_263787_1_10,DEV_263883_135,DEV_263883_135-1,0.24,1.5677971,BB_263787_1
BB_263788_1_1,DEV_263885_186,DEV_263885_186-1,0.24,1.1387715,BB_263788_1
BB_263788_1_2,DEV_263885_187,DEV_263885_187-1,0.24,1.1387715,BB_263788_1
BB_263788_1_3,DEV_263885_176,DEV_263885_176-1,0.24,1.1387715,BB_263788_1
BB_263788_1_4,DEV_263885_45,DEV_263885_45-1,0.24,1.1387715,BB_263788_1
BB_263788_1_5,DEV_263885_46,DEV_263885_46-1,0.24,1.1387715,BB_263788_1
BB_263788_1_6,DEV_263885_47,DEV_263885_47-1,0.24,1.1387715,BB_263788_1
BB_263789_1_1,DEV_263879_148,DEV_263879_148-1,0.24,1.58456975,BB_263789_1
BB_263789_1_2,DEV_263879_147,DEV_263879_147-1,0.24,1.58456975,BB_263789_1
BB_263789_1_3,DEV_263879_145,DEV_263879_145-1,0.24,1.58456975,BB_263789_1
BB_263789_1_4,DEV_263879_146,DEV_263879_146-1,0.24,1.58456975,BB_263789_1
BB_263789_1_5,DEV_263879_141,DEV_263879_141-1,0.24,1.58456975,BB_263789_1
BB_263789_1_6,DEV_263879_142,DEV_263879_142-1,0.24,1.58456975,BB_263789_1
BB_263789_1_7,DEV_263879_144,DEV_263879_144-1,0.24,1.58456975,BB_263789_1
BB_263789_1_8,DEV_263879_143,DEV_263879_143-1,0.24,1.58456975,BB_263789_1
BB_263789_1_9,DEV_263879_251,DEV_263879_251-1,0.24,1.58456975,BB_263789_1
BB_263789_1_10,DEV_263879_252,DEV_263879_252-1,0.24,1.58456975,BB_263789_1
BB_263789_1_11,DEV_263879_253,DEV_263879_253-1,0.24,1.58456975,BB_263789_1
BB_263789_1_12,DEV_263879_254,DEV_263879_254-1,0.24,1.58456975,BB_263789_1
BB_263793_1_1,DEV_263717_775,DEV_263717_775-1,0.24,1.5995768,BB_263793_1
BB_263793_1_2,DEV_263717_780,DEV_263717_780-1,0.24,1.5995768,BB_263793_1
BB_263793_1_3,DEV_263717_783,DEV_263717_783-1,0.24,1.5995768,BB_263793_1
BB_263793_1_4,DEV_263717_788,DEV_263717_788-1,0.24,1.5995768,BB_263793_1
BB_263793_1_5,DEV_263717_790,DEV_263717_790-1,0.24,1.5995768,BB_263793_1
BB_263793_1_6,DEV_263717_793,DEV_263717_793-1,0.24,1.5995768,BB_263793_1
BB_263793_1_7,DEV_263717_796,DEV_263717_796-1,0.24,1.5995768,BB_263793_1
BB_263793_1_8,DEV_263717_797,DEV_263717_797-1,0.24,1.5995768,BB_263793_1
BB_263793_1_9,DEV_263717_770,DEV_263717_770-1,0.24,1.5995768,BB_263793_1
BB_263793_1_10,DEV_263717_769,DEV_263717_769-1,0.24,1.5995768,BB_263793_1
BB_263794_1_1,DEV_263903_156,DEV_263903_156-1,0.24,1.258963923,BB_263794_1
BB_263794_1_2,DEV_263903_155,DEV_263903_155-1,0.24,1.258963923,BB_263794_1
BB_263794_1_3,DEV_263903_153,DEV_263903_153-1,0.24,1.258963923,BB_263794_1
BB_263794_1_4,DEV_263903_154,DEV_263903_154-1,0.24,1.258963923,BB_263794_1
BB_263794_1_5,DEV_263903_152,DEV_263903_152-1,0.24,1.258963923,BB_263794_1
BB_263794_1_6,DEV_263903_151,DEV_263903_151-1,0.24,1.258963923,BB_263794_1
BB_263794_1_7,DEV_263903_149,DEV_263903_149-1,0.24,1.258963923,BB_263794_1
BB_263794_1_8,DEV_263903_150,DEV_263903_150-1,0.24,1.258963923,BB_263794_1
BB_263794_1_9,DEV_263903_255,DEV_263903_255-1,0.24,1.258963923,BB_263794_1
BB_263794_1_10,DEV_263903_256,DEV_263903_256-1,0.24,1.258963923,BB_263794_1
BB_263794_1_11,DEV_263903_258,DEV_263903_258-1,0.24,1.258963923,BB_263794_1
BB_263794_1_12,DEV_263903_257,DEV_263903_257-1,0.24,1.258963923,BB_263794_1
BB_263794_1_13,DEV_263903_259,DEV_263903_259-1,0.24,1.258963923,BB_263794_1
BB_263795_1_1,DEV_263907_148,DEV_263907_148-1,0.24,1.588983583,BB_263795_1
BB_263795_1_2,DEV_263907_147,DEV_263907_147-1,0.24,1.588983583,BB_263795_1
BB_263795_1_3,DEV_263907_145,DEV_263907_145-1,0.24,1.588983583,BB_263795_1
BB_263795_1_4,DEV_263907_146,DEV_263907_146-1,0.24,1.588983583,BB_263795_1
BB_263795_1_5,DEV_263907_141,DEV_263907_141-1,0.24,1.588983583,BB_263795_1
BB_263795_1_6,DEV_263907_142,DEV_263907_142-1,0.24,1.588983583,BB_263795_1
BB_263795_1_7,DEV_263907_144,DEV_263907_144-1,0.24,1.588983583,BB_263795_1
BB_263795_1_8,DEV_263907_143,DEV_263907_143-1,0.24,1.588983583,BB_263795_1
BB_263795_1_9,DEV_263907_251,DEV_263907_251-1,0.24,1.588983583,BB_263795_1
BB_263795_1_10,DEV_263907_252,DEV_263907_252-1,0.24,1.588983583,BB_263795_1
BB_263795_1_11,DEV_263907_253,DEV_263907_253-1,0.24,1.588983583,BB_263795_1
BB_263795_1_12,DEV_263907_254,DEV_263907_254-1,0.24,1.588983583,BB_263795_1
BB_263796_1_1,DEV_263720_245,DEV_263720_245-1,0.24,1.995057222,BB_263796_1
BB_263796_1_2,DEV_263720_246,DEV_263720_246-1,0.24,1.995057222,BB_263796_1
BB_263796_1_3,DEV_263720_132,DEV_263720_132-1,0.24,1.995057222,BB_263796_1
BB_263796_1_4,DEV_263720_131,DEV_263720_131-1,0.24,1.995057222,BB_263796_1
BB_263796_1_5,DEV_263720_130,DEV_263720_130-1,0.24,1.995057222,BB_263796_1
BB_263796_1_6,DEV_263720_129,DEV_263720_129-1,0.24,1.995057222,BB_263796_1
BB_263796_1_7,DEV_263720_128,DEV_263720_128-1,0.24,1.995057222,BB_263796_1
BB_263796_1_8,DEV_263720_127,DEV_263720_127-1,0.24,1.995057222,BB_263796_1
BB_263796_1_9,DEV_263720_104,DEV_263720_104-1,0.24,1.995057222,BB_263796_1
BB_263797_1_1,DEV_263652_72,DEV_263652_72-1,0.24,1.747882,BB_263797_1
BB_263797_1_2,DEV_263652_71,DEV_263652_71-1,0.24,1.747882,BB_263797_1
BB_263797_1_3,DEV_263652_202,DEV_263652_202-1,0.24,1.747882,BB_263797_1
BB_263797_1_4,DEV_263652_203,DEV_263652_203-1,0.24,1.747882,BB_263797_1
BB_263797_1_5,DEV_263652_204,DEV_263652_204-1,0.24,1.747882,BB_263797_1
BB_263797_1_6,DEV_263652_205,DEV_263652_205-1,0.24,1.747882,BB_263797_1
BB_263797_1_7,DEV_263652_78,DEV_263652_78-1,0.24,1.747882,BB_263797_1
BB_263797_1_8,DEV_263652_77,DEV_263652_77-1,0.24,1.747882,BB_263797_1
BB_263797_1_9,DEV_263652_73,DEV_263652_73-1,0.24,1.747882,BB_263797_1
BB_263798_1_1,DEV_263901_237,DEV_263901_237-1,0.24,1.214146462,BB_263798_1
BB_263798_1_2,DEV_263901_238,DEV_263901_238-1,0.24,1.214146462,BB_263798_1
BB_263798_1_3,DEV_263901_211,DEV_263901_211-1,0.24,1.214146462,BB_263798_1
BB_263798_1_4,DEV_263901_210,DEV_263901_210-1,0.24,1.214146462,BB_263798_1
BB_263798_1_5,DEV_263901_207,DEV_263901_207-1,0.24,1.214146462,BB_263798_1
BB_263798_1_6,DEV_263901_208,DEV_263901_208-1,0.24,1.214146462,BB_263798_1
BB_263798_1_7,DEV_263901_209,DEV_263901_209-1,0.24,1.214146462,BB_263798_1
BB_263798_1_8,DEV_263901_235,DEV_263901_235-1,0.24,1.214146462,BB_263798_1
BB_263798_1_9,DEV_263901_236,DEV_263901_236-1,0.24,1.214146462,BB_263798_1
BB_263798_1_10,DEV_263901_239,DEV_263901_239-1,0.24,1.214146462,BB_263798_1
BB_263798_1_11,DEV_263901_240,DEV_263901_240-1,0.24,1.214146462,BB_263798_1
BB_263798_1_12,DEV_263901_206,DEV_263901_206-1,0.24,1.214146462,BB_263798_1
BB_263798_1_13,DEV_263901_241,DEV_263901_241-1,0.24,1.214146462,BB_263798_1
BB_263799_1_1,DEV_263644_148,DEV_263644_148-1,0.24,1.200565417,BB_263799_1
BB_263799_1_2,DEV_263644_147,DEV_263644_147-1,0.24,1.200565417,BB_263799_1
BB_263799_1_3,DEV_263644_145,DEV_263644_145-1,0.24,1.200565417,BB_263799_1
BB_263799_1_4,DEV_263644_146,DEV_263644_146-1,0.24,1.200565417,BB_263799_1
BB_263799_1_5,DEV_263644_141,DEV_263644_141-1,0.24,1.200565417,BB_263799_1
BB_263799_1_6,DEV_263644_142,DEV_263644_142-1,0.24,1.200565417,BB_263799_1
BB_263799_1_7,DEV_263644_144,DEV_263644_144-1,0.24,1.200565417,BB_263799_1
BB_263799_1_8,DEV_263644_143,DEV_263644_143-1,0.24,1.200565417,BB_263799_1
BB_263799_1_9,DEV_263644_251,DEV_263644_251-1,0.24,1.200565417,BB_263799_1
BB_263799_1_10,DEV_263644_252,DEV_263644_252-1,0.24,1.200565417,BB_263799_1
BB_263799_1_11,DEV_263644_253,DEV_263644_253-1,0.24,1.200565417,BB_263799_1
BB_263799_1_12,DEV_263644_254,DEV_263644_254-1,0.24,1.200565417,BB_263799_1
BB_263800_1_1,DEV_263899_148,DEV_263899_148-1,0.24,1.367488909,BB_263800_1
BB_263800_1_2,DEV_263899_147,DEV_263899_147-1,0.24,1.367488909,BB_263800_1
BB_263800_1_3,DEV_263899_145,DEV_263899_145-1,0.24,1.367488909,BB_263800_1
BB_263800_1_4,DEV_263899_146,DEV_263899_146-1,0.24,1.367488909,BB_263800_1
BB_263800_1_5,DEV_263899_141,DEV_263899_141-1,0.24,1.367488909,BB_263800_1
BB_263800_1_6,DEV_263899_142,DEV_263899_142-1,0.24,1.367488909,BB_263800_1
BB_263800_1_7,DEV_263899_144,DEV_263899_144-1,0.24,1.367488909,BB_263800_1
BB_263800_1_8,DEV_263899_143,DEV_263899_143-1,0.24,1.367488909,BB_263800_1
BB_263800_1_9,DEV_263899_251,DEV_263899_251-1,0.24,1.367488909,BB_263800_1
BB_263800_1_10,DEV_263899_252,DEV_263899_252-1,0.24,1.367488909,BB_263800_1
BB_263800_1_11,DEV_263899_253,DEV_263899_253-1,0.24,1.367488909,BB_263800_1
BB_263801_1_1,DEV_263690_245,DEV_263690_245-1,0.24,1.453625778,BB_263801_1
BB_263801_1_2,DEV_263690_246,DEV_263690_246-1,0.24,1.453625778,BB_263801_1
BB_263801_1_3,DEV_263690_132,DEV_263690_132-1,0.24,1.453625778,BB_263801_1
BB_263801_1_4,DEV_263690_131,DEV_263690_131-1,0.24,1.453625778,BB_263801_1
BB_263801_1_5,DEV_263690_130,DEV_263690_130-1,0.24,1.453625778,BB_263801_1
BB_263801_1_6,DEV_263690_129,DEV_263690_129-1,0.24,1.453625778,BB_263801_1
BB_263801_1_7,DEV_263690_128,DEV_263690_128-1,0.24,1.453625778,BB_263801_1
BB_263801_1_8,DEV_263690_127,DEV_263690_127-1,0.24,1.453625778,BB_263801_1
BB_263801_1_9,DEV_263690_104,DEV_263690_104-1,0.24,1.453625778,BB_263801_1
BB_263802_1_1,DEV_263871_247,DEV_263871_247-1,0.24,1.0063563,BB_263802_1
BB_263802_1_2,DEV_263871_248,DEV_263871_248-1,0.24,1.0063563,BB_263802_1
BB_263802_1_3,DEV_263871_250,DEV_263871_250-1,0.24,1.0063563,BB_263802_1
BB_263802_1_4,DEV_263871_249,DEV_263871_249-1,0.24,1.0063563,BB_263802_1
BB_263802_1_5,DEV_263871_140,DEV_263871_140-1,0.24,1.0063563,BB_263802_1
BB_263802_1_6,DEV_263871_139,DEV_263871_139-1,0.24,1.0063563,BB_263802_1
BB_263802_1_7,DEV_263871_137,DEV_263871_137-1,0.24,1.0063563,BB_263802_1
BB_263802_1_8,DEV_263871_138,DEV_263871_138-1,0.24,1.0063563,BB_263802_1
BB_263802_1_9,DEV_263871_136,DEV_263871_136-1,0.24,1.0063563,BB_263802_1
BB_263802_1_10,DEV_263871_135,DEV_263871_135-1,0.24,1.0063563,BB_263802_1
BB_263803_1_1,DEV_263680_18,DEV_263680_18-1,0.24,1.281780067,BB_263803_1
BB_263803_1_2,DEV_263680_19,DEV_263680_19-1,0.24,1.281780067,BB_263803_1
BB_263803_1_3,DEV_263680_17,DEV_263680_17-1,0.24,1.281780067,BB_263803_1
BB_263803_1_4,DEV_263680_30,DEV_263680_30-1,0.24,1.281780067,BB_263803_1
BB_263803_1_5,DEV_263680_29,DEV_263680_29-1,0.24,1.281780067,BB_263803_1
BB_263803_1_6,DEV_263680_28,DEV_263680_28-1,0.24,1.281780067,BB_263803_1
BB_263803_1_7,DEV_263680_21,DEV_263680_21-1,0.24,1.281780067,BB_263803_1
BB_263803_1_8,DEV_263680_22,DEV_263680_22-1,0.24,1.281780067,BB_263803_1
BB_263803_1_9,DEV_263680_27,DEV_263680_27-1,0.24,1.281780067,BB_263803_1
BB_263803_1_10,DEV_263680_23,DEV_263680_23-1,0.24,1.281780067,BB_263803_1
BB_263803_1_11,DEV_263680_24,DEV_263680_24-1,0.24,1.281780067,BB_263803_1
BB_263803_1_12,DEV_263680_25,DEV_263680_25-1,0.24,1.281780067,BB_263803_1
BB_263803_1_13,DEV_263680_26,DEV_263680_26-1,0.24,1.281780067,BB_263803_1
BB_263803_1_14,DEV_263680_0_26,DEV_263680_0_26-1,0.24,1.281780067,BB_263803_1
BB_263803_1_15,DEV_263680_1_26,DEV_263680_1_26-1,0.24,1.281780067,BB_263803_1
BB_263804_1_1,DEV_263873_148,DEV_263873_148-1,0.24,1.010770083,BB_263804_1
BB_263804_1_2,DEV_263873_147,DEV_263873_147-1,0.24,1.010770083,BB_263804_1
BB_263804_1_3,DEV_263873_145,DEV_263873_145-1,0.24,1.010770083,BB_263804_1
BB_263804_1_4,DEV_263873_146,DEV_263873_146-1,0.24,1.010770083,BB_263804_1
BB_263804_1_5,DEV_263873_141,DEV_263873_141-1,0.24,1.010770083,BB_263804_1
BB_263804_1_6,DEV_263873_142,DEV_263873_142-1,0.24,1.010770083,BB_263804_1
BB_263804_1_7,DEV_263873_144,DEV_263873_144-1,0.24,1.010770083,BB_263804_1
BB_263804_1_8,DEV_263873_143,DEV_263873_143-1,0.24,1.010770083,BB_263804_1
BB_263804_1_9,DEV_263873_251,DEV_263873_251-1,0.24,1.010770083,BB_263804_1
BB_263804_1_10,DEV_263873_252,DEV_263873_252-1,0.24,1.010770083,BB_263804_1
BB_263804_1_11,DEV_263873_253,DEV_263873_253-1,0.24,1.010770083,BB_263804_1
BB_263804_1_12,DEV_263873_254,DEV_263873_254-1,0.24,1.010770083,BB_263804_1
BB_263805_1_1,DEV_263875_245,DEV_263875_245-1,0.24,1.583098444,BB_263805_1
BB_263805_1_2,DEV_263875_246,DEV_263875_246-1,0.24,1.583098444,BB_263805_1
BB_263805_1_3,DEV_263875_132,DEV_263875_132-1,0.24,1.583098444,BB_263805_1
BB_263805_1_4,DEV_263875_131,DEV_263875_131-1,0.24,1.583098444,BB_263805_1
BB_263805_1_5,DEV_263875_130,DEV_263875_130-1,0.24,1.583098444,BB_263805_1
BB_263805_1_6,DEV_263875_129,DEV_263875_129-1,0.24,1.583098444,BB_263805_1
BB_263805_1_7,DEV_263875_128,DEV_263875_128-1,0.24,1.583098444,BB_263805_1
BB_263805_1_8,DEV_263875_127,DEV_263875_127-1,0.24,1.583098444,BB_263805_1
BB_263805_1_9,DEV_263875_104,DEV_263875_104-1,0.24,1.583098444,BB_263805_1
BB_263806_1_1,DEV_263865_245,DEV_263865_245-1,0.24,1.370498375,BB_263806_1
BB_263806_1_2,DEV_263865_246,DEV_263865_246-1,0.24,1.370498375,BB_263806_1
BB_263806_1_3,DEV_263865_132,DEV_263865_132-1,0.24,1.370498375,BB_263806_1
BB_263806_1_4,DEV_263865_131,DEV_263865_131-1,0.24,1.370498375,BB_263806_1
BB_263806_1_5,DEV_263865_130,DEV_263865_130-1,0.24,1.370498375,BB_263806_1
BB_263806_1_6,DEV_263865_129,DEV_263865_129-1,0.24,1.370498375,BB_263806_1
BB_263806_1_7,DEV_263865_128,DEV_263865_128-1,0.24,1.370498375,BB_263806_1
BB_263806_1_8,DEV_263865_127,DEV_263865_127-1,0.24,1.370498375,BB_263806_1
BB_263807_1_1,DEV_263867_148,DEV_263867_148-1,0.24,1.103460833,BB_263807_1
BB_263807_1_2,DEV_263867_147,DEV_263867_147-1,0.24,1.103460833,BB_263807_1
BB_263807_1_3,DEV_263867_145,DEV_263867_145-1,0.24,1.103460833,BB_263807_1
BB_263807_1_4,DEV_263867_146,DEV_263867_146-1,0.24,1.103460833,BB_263807_1
BB_263807_1_5,DEV_263867_141,DEV_263867_141-1,0.24,1.103460833,BB_263807_1
BB_263807_1_6,DEV_263867_142,DEV_263867_142-1,0.24,1.103460833,BB_263807_1
BB_263807_1_7,DEV_263867_144,DEV_263867_144-1,0.24,1.103460833,BB_263807_1
BB_263807_1_8,DEV_263867_143,DEV_263867_143-1,0.24,1.103460833,BB_263807_1
BB_263807_1_9,DEV_263867_251,DEV_263867_251-1,0.24,1.103460833,BB_263807_1
BB_263807_1_10,DEV_263867_252,DEV_263867_252-1,0.24,1.103460833,BB_263807_1
BB_263807_1_11,DEV_263867_253,DEV_263867_253-1,0.24,1.103460833,BB_263807_1
BB_263807_1_12,DEV_263867_254,DEV_263867_254-1,0.24,1.103460833,BB_263807_1
BB_263808_1_1,DEV_263863_247,DEV_263863_247-1,0.24,1.6631362,BB_263808_1
BB_263808_1_2,DEV_263863_248,DEV_263863_248-1,0.24,1.6631362,BB_263808_1
BB_263808_1_3,DEV_263863_250,DEV_263863_250-1,0.24,1.6631362,BB_263808_1
BB_263808_1_4,DEV_263863_249,DEV_263863_249-1,0.24,1.6631362,BB_263808_1
BB_263808_1_5,DEV_263863_140,DEV_263863_140-1,0.24,1.6631362,BB_263808_1
BB_263808_1_6,DEV_263863_139,DEV_263863_139-1,0.24,1.6631362,BB_263808_1
BB_263808_1_7,DEV_263863_137,DEV_263863_137-1,0.24,1.6631362,BB_263808_1
BB_263808_1_8,DEV_263863_138,DEV_263863_138-1,0.24,1.6631362,BB_263808_1
BB_263808_1_9,DEV_263863_136,DEV_263863_136-1,0.24,1.6631362,BB_263808_1
BB_263808_1_10,DEV_263863_135,DEV_263863_135-1,0.24,1.6631362,BB_263808_1
BB_263809_1_1,DEV_263869_245,DEV_263869_245-1,0.24,1.363877625,BB_263809_1
BB_263809_1_2,DEV_263869_246,DEV_263869_246-1,0.24,1.363877625,BB_263809_1
BB_263809_1_3,DEV_263869_132,DEV_263869_132-1,0.24,1.363877625,BB_263809_1
BB_263809_1_4,DEV_263869_131,DEV_263869_131-1,0.24,1.363877625,BB_263809_1
BB_263809_1_5,DEV_263869_130,DEV_263869_130-1,0.24,1.363877625,BB_263809_1
BB_263809_1_6,DEV_263869_129,DEV_263869_129-1,0.24,1.363877625,BB_263809_1
BB_263809_1_7,DEV_263869_128,DEV_263869_128-1,0.24,1.363877625,BB_263809_1
BB_263809_1_8,DEV_263869_127,DEV_263869_127-1,0.24,1.363877625,BB_263809_1
BB_263817_1_1,DEV_263621_245,DEV_263621_245-1,0.24,0.900424,BB_263817_1
BB_263817_1_2,DEV_263621_246,DEV_263621_246-1,0.24,0.900424,BB_263817_1
BB_263817_1_3,DEV_263621_132,DEV_263621_132-1,0.24,0.900424,BB_263817_1
BB_263817_1_4,DEV_263621_131,DEV_263621_131-1,0.24,0.900424,BB_263817_1
BB_263817_1_5,DEV_263621_130,DEV_263621_130-1,0.24,0.900424,BB_263817_1
BB_263817_1_6,DEV_263621_129,DEV_263621_129-1,0.24,0.900424,BB_263817_1
BB_263817_1_7,DEV_263621_128,DEV_263621_128-1,0.24,0.900424,BB_263817_1
BB_263817_1_8,DEV_263621_127,DEV_263621_127-1,0.24,0.900424,BB_263817_1
BB_263823_1_1,DEV_263622_247,DEV_263622_247-1,0.24,1.324153,BB_263823_1
BB_263823_1_2,DEV_263622_248,DEV_263622_248-1,0.24,1.324153,BB_263823_1
BB_263823_1_3,DEV_263622_250,DEV_263622_250-1,0.24,1.324153,BB_263823_1
BB_263823_1_4,DEV_263622_249,DEV_263622_249-1,0.24,1.324153,BB_263823_1
BB_263823_1_5,DEV_263622_140,DEV_263622_140-1,0.24,1.324153,BB_263823_1
BB_263823_1_6,DEV_263622_139,DEV_263622_139-1,0.24,1.324153,BB_263823_1
BB_263823_1_7,DEV_263622_137,DEV_263622_137-1,0.24,1.324153,BB_263823_1
BB_263823_1_8,DEV_263622_138,DEV_263622_138-1,0.24,1.324153,BB_263823_1
BB_263823_1_9,DEV_263622_136,DEV_263622_136-1,0.24,1.324153,BB_263823_1
BB_263823_1_10,DEV_263622_135,DEV_263622_135-1,0.24,1.324153,BB_263823_1
BB_263888_1_1,DEV_263887_186,DEV_263887_186-1,0.24,0.962217833,BB_263888_1
BB_263888_1_2,DEV_263887_187,DEV_263887_187-1,0.24,0.962217833,BB_263888_1
BB_263888_1_3,DEV_263887_176,DEV_263887_176-1,0.24,0.962217833,BB_263888_1
BB_263888_1_4,DEV_263887_45,DEV_263887_45-1,0.24,0.962217833,BB_263888_1
BB_263888_1_5,DEV_263887_46,DEV_263887_46-1,0.24,0.962217833,BB_263888_1
BB_263888_1_6,DEV_263887_47,DEV_263887_47-1,0.24,0.962217833,BB_263888_1
BB_264037_1_1,DEV_264038_1570,DEV_264038_1570-1,0.24,1.9703396,BB_264037_1
BB_264037_1_2,DEV_264038_1571,DEV_264038_1571-1,0.24,1.9703396,BB_264037_1
BB_264037_1_3,DEV_264038_1563,DEV_264038_1563-1,0.24,1.9703396,BB_264037_1
BB_264037_1_4,DEV_264038_1564,DEV_264038_1564-1,0.24,1.9703396,BB_264037_1
BB_264037_1_5,DEV_264038_1555,DEV_264038_1555-1,0.24,1.9703396,BB_264037_1
BB_264116_1_1,DEV_264113_1338,DEV_264113_1338-1,0.24,2.290784625,BB_264116_1
BB_264116_1_2,DEV_264113_1333,DEV_264113_1333-1,0.24,2.290784625,BB_264116_1
BB_264116_1_3,DEV_264113_1327,DEV_264113_1327-1,0.24,2.290784625,BB_264116_1
BB_264116_1_4,DEV_264113_1332,DEV_264113_1332-1,0.24,2.290784625,BB_264116_1
BB_264116_1_5,DEV_264113_1326,DEV_264113_1326-1,0.24,2.290784625,BB_264116_1
BB_264116_1_6,DEV_264113_1320,DEV_264113_1320-1,0.24,2.290784625,BB_264116_1
BB_264116_1_7,DEV_264113_1321,DEV_264113_1321-1,0.24,2.290784625,BB_264116_1
BB_264116_1_8,DEV_264113_1315,DEV_264113_1315-1,0.24,2.290784625,BB_264116_1
BB_264119_1_1,DEV_264111_1338,DEV_264111_1338-1,0.24,1.16194425,BB_264119_1
BB_264119_1_2,DEV_264111_1333,DEV_264111_1333-1,0.24,1.16194425,BB_264119_1
BB_264119_1_3,DEV_264111_1327,DEV_264111_1327-1,0.24,1.16194425,BB_264119_1
BB_264119_1_4,DEV_264111_1332,DEV_264111_1332-1,0.24,1.16194425,BB_264119_1
BB_264119_1_5,DEV_264111_1326,DEV_264111_1326-1,0.24,1.16194425,BB_264119_1
BB_264119_1_6,DEV_264111_1320,DEV_264111_1320-1,0.24,1.16194425,BB_264119_1
BB_264119_1_7,DEV_264111_1321,DEV_264111_1321-1,0.24,1.16194425,BB_264119_1
BB_264119_1_8,DEV_264111_1315,DEV_264111_1315-1,0.24,1.16194425,BB_264119_1
BB_264119_1_9,DEV_264111_1312,DEV_264111_1312-1,0.24,1.16194425,BB_264119_1
BB_264119_1_10,DEV_264111_0_P17,DEV_264111_0_P17-1,0.24,1.16194425,BB_264119_1
BB_264119_1_11,DEV_264111_1_P17,DEV_264111_1_P17-1,0.24,1.16194425,BB_264119_1
BB_264119_1_12,DEV_264111_2_P17,DEV_264111_2_P17-1,0.24,1.16194425,BB_264119_1
BB_264119_1_13,DEV_264111_3_P17,DEV_264111_3_P17-1,0.24,1.16194425,BB_264119_1
