time,g20_avg_v,g20_avg_vpu,g20_testvoltage,g20_primcalcpu
2017-09-08 00:00:00-10:00,246.2400014,1.026000006,1.03,1.02826605
2017-09-08 00:15:00-10:00,246.6133331,1.027555555,1.03,1.029589047
2017-09-08 00:30:00-10:00,246.5466685,1.027277785,1.03,1.028798968
2017-09-08 00:45:00-10:00,246.8466665,1.028527777,1.03,1.030179682
2017-09-08 01:00:00-10:00,247.0066681,1.02919445,1.03,1.030835773
2017-09-08 01:15:00-10:00,247.2733337,1.030305557,1.03,1.031904583
2017-09-08 01:30:00-10:00,245.6,1.023333333,1.03,1.024988189
2017-09-08 01:45:00-10:00,245.1733337,1.021555557,1.03,1.02337464
2017-09-08 02:00:00-10:00,245.3266652,1.022194438,1.03,1.023850099
2017-09-08 02:15:00-10:00,245.3799998,1.022416666,1.03,1.023874525
2017-09-08 02:30:00-10:00,245.5400004,1.023083335,1.03,1.024583344
2017-09-08 02:45:00-10:00,245.7333354,1.023888898,1.03,1.025326668
2017-09-08 03:00:00-10:00,245.8733327,1.02447222,1.03,1.025891726
2017-09-08 03:15:00-10:00,245.7733317,1.024055549,1.03,1.025341761
2017-09-08 03:30:00-10:00,245.8733327,1.02447222,1.03,1.025559361
2017-09-08 03:45:00-10:00,245.5733327,1.02322222,1.03,1.024449618
2017-09-08 04:00:00-10:00,245.4133341,1.022555559,1.03,1.023647462
2017-09-08 04:15:00-10:00,244.8799998,1.020333333,1.03,1.021808171
2017-09-08 04:30:00-10:00,245.4133341,1.022555559,1.03,1.023954218
2017-09-08 04:45:00-10:00,245.4733327,1.022805553,1.03,1.024032905
2017-09-08 05:00:00-10:00,244.9866689,1.020777787,1.03,1.022698577
2017-09-08 05:15:00-10:00,244.8133331,1.020055555,1.03,1.022431282
2017-09-08 05:30:00-10:00,245.1133341,1.021305559,1.03,1.02284146
2017-09-08 05:45:00-10:00,244.7,1.019583333,1.03,1.02111524
2017-09-08 06:00:00-10:00,244.706665,1.019611104,1.03,1.02082125
2017-09-08 06:15:00-10:00,244.4066671,1.018361113,1.03,1.020399506
2017-09-08 06:30:00-10:00,244.5666677,1.019027782,1.03,1.020648013
2017-09-08 06:45:00-10:00,244.5066661,1.018777775,1.03,1.020498243
2017-09-08 07:00:00-10:00,245.0466685,1.021027785,1.03,1.022400143
2017-09-08 07:15:00-10:00,245.4733337,1.022805557,1.03,1.023788564
2017-09-08 07:30:00-10:00,245.4400014,1.022666673,1.03,1.022900851
2017-09-08 07:45:00-10:00,245.1799998,1.021583333,1.03,1.021991473
2017-09-08 08:00:00-10:00,244.0599996,1.016916665,1.03,1.017597473
2017-09-08 08:15:00-10:00,244.0428554,1.016845231,1.03,1.016941978
2017-09-08 08:30:00-10:00,244.3600006,1.018166669,1.03,1.018122497
2017-09-08 08:45:00-10:00,243.7133341,1.015472225,1.03,1.015560681
2017-09-08 09:00:00-10:00,244.0200012,1.016750005,1.03,1.01532152
2017-09-08 09:15:00-10:00,243.8466685,1.016027785,1.03,1.015150467
2017-09-08 09:30:00-10:00,242.7266663,1.01136111,1.03,1.010014235
2017-09-08 09:45:00-10:00,242.899999,1.012083329,1.03,1.009704949
2017-09-08 10:00:00-10:00,242.4599986,1.010249994,1.03,1.007508479
2017-09-08 10:15:00-10:00,243.0866669,1.012861112,1.03,1.00952643
2017-09-08 10:30:00-10:00,242.3866689,1.009944454,1.03,1.006547354
2017-09-08 10:45:00-10:00,242.1266652,1.008861105,1.03,1.005778103
2017-09-08 11:00:00-10:00,242.3466665,1.009777777,1.03,1.006311853
