Name, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "12 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "12 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "12 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "12 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
"m_591_12661_ug", 58.2884072698, 19.9457737089826, 3497.304436188, 3696.39558478798, 45.0929843941927, 18.1788989225831, 2705.57906365156, 2917.16619125559, 0, 0, 0, 0, 1.2056224489524, 2.26469728253213, 72.337346937144, 135.881836951928, 1.2056224489524, 2.26469728253213, 0, 0, 72.337346937144, 0, 1.18621549841459, 0.0194069505378138, 1.1831876692, 0.00131759115728366, 1.18450525930605, 0.00171023910853911, 3.89112947147417, 2.10036677720701, 233.46776828845, 265.308772914224, 1.2056224489524, 0, 0, 0, 0, 0, 0, 1.18621549841459, 0, 0, 0, 0, 0, 0, 0.0194069505378138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45.0929843941927, 0, 0, 0, 0, 0, 0
"m_591_1703826_br", 4.07399186607043, 1.60503265174099, 244.439511964226, 262.725602742987, 4.07367062070477, 1.60523452283898, 244.420237242286, 262.712109955948, 0, 0, 0, 0, 0.000118650794924906, -1.59582254589623E-005, 0.00711904769549437, 0.000957493527537736, 0.000118650794924906, -1.59582254589623E-005, 0, 0, 0.00711904769549437, 0, 0.000118650794924906, 0, 0.000118632151967851, 1.86430613602906E-008, 0.000118650794924906, 0, 0, 0, 0, 0, 0.000118650794924906, 0, 0, 0, 0, 0, 0, 0.000118650794924906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07367062070477, 0, 0, 0, 0, 0, 0
