timestamp,frequency,Simulation mode,PVSystem.pvgnem_mpx000635970 ph:1 [kW],PVSystem.pvgnem_mpx000635970 ph:1 [kvar],PVSystem.pvgnem_mpx000635970 ph:2 [kW],PVSystem.pvgnem_mpx000635970 ph:2 [kvar],PVSystem.pvgnem_mpx000460267 ph:1 [kW],PVSystem.pvgnem_mpx000460267 ph:1 [kvar],PVSystem.pvgnem_mpx000460267 ph:2 [kW],PVSystem.pvgnem_mpx000460267 ph:2 [kvar],PVSystem.pvgnem_mpx000594341 ph:1 [kW],PVSystem.pvgnem_mpx000594341 ph:1 [kvar],PVSystem.pvgnem_mpx000594341 ph:2 [kW],PVSystem.pvgnem_mpx000594341 ph:2 [kvar],PVSystem.pvgui_mpx000637601 ph:1 [kW],PVSystem.pvgui_mpx000637601 ph:1 [kvar],PVSystem.pvgui_mpx000637601 ph:2 [kW],PVSystem.pvgui_mpx000637601 ph:2 [kvar],PVSystem.pvgui_mpx000460267 ph:1 [kW],PVSystem.pvgui_mpx000460267 ph:1 [kvar],PVSystem.pvgui_mpx000460267 ph:2 [kW],PVSystem.pvgui_mpx000460267 ph:2 [kvar]
2017-01-01 00:15:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 00:30:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 00:45:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 01:00:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 01:15:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 01:30:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 01:45:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 02:00:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 02:15:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 02:30:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 02:45:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 03:00:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 03:15:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 03:30:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 03:45:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 04:00:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 04:15:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 04:30:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 04:45:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 05:00:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 05:15:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 05:30:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2017-01-01 05:45:00,60.0,Yearly,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
