timestamp,frequency,Simulation mode,Line.sw0 [Amp],Line.sw1 [Amp],Line.sw2 [Amp],Line.sw3 [Amp],Line.sl_1 [Amp],Line.sl_2 [Amp],Line.sl_3 [Amp],Line.sl_4 [Amp],Line.sl_5 [Amp],Line.sl_6 [Amp],Line.sl_7 [Amp],Line.sl_8 [Amp],Line.sl_9 [Amp],Line.sl_10 [Amp],Line.sl_11 [Amp],Line.sl_12 [Amp],Line.sl_13 [Amp],Line.sl_14 [Amp],Line.sl_15 [Amp],Line.sl_16 [Amp],Line.sl_17 [Amp],Line.sl_18 [Amp],Line.sl_19 [Amp],Line.sl_20 [Amp],Line.sl_21 [Amp],Line.sl_22 [Amp],Line.sl_23 [Amp],Line.sl_24 [Amp],Line.sl_25 [Amp],Line.sl_26 [Amp],Line.pvl_110 [Amp],Line.pvl_111 [Amp],Line.pvl_113 [Amp],Line.pvl_112 [Amp]
2017-01-01 00:15:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 00:30:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 00:45:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 01:00:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 01:15:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 01:30:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 01:45:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 02:00:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 02:15:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 02:30:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 02:45:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 03:00:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 03:15:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 03:30:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 03:45:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 04:00:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 04:15:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 04:30:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
2017-01-01 04:45:00,60.0,Yearly,400.0,400.0,400.0,400.0,202.0,90.0,202.0,90.0,202.0,90.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,90.0,202.0,90.0,202.0,90.0,202.0,202.0,202.0,202.0,90.0,65.0,65.0,65.0,65.0
