hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 2545.59, -0.00387498, 2545.61, -120.004, 2545.62, 119.996, 227.132, -11.4853, 219.639, -131.605, 209.415, 108.013
2, 0.00000, 2545.6, -0.00372956, 2545.62, -120.004, 2545.63, 119.997, 218.539, -11.4746, 211.208, -131.591, 201.373, 108.042
3, 0.00000, 2545.61, -0.00360248, 2545.63, -120.004, 2545.64, 119.997, 211.032, -11.4649, 203.85, -131.578, 194.356, 108.067
4, 0.00000, 2545.62, -0.00350716, 2545.64, -120.003, 2545.65, 119.997, 205.403, -11.4574, 198.351, -131.569, 189.111, 108.086
5, 0.00000, 2545.62, -0.00345607, 2545.64, -120.003, 2545.65, 119.997, 202.387, -11.4533, 195.393, -131.564, 186.29, 108.096
6, 0.00000, 2545.62, -0.00343307, 2545.64, -120.003, 2545.65, 119.997, 201.029, -11.4514, 194.061, -131.561, 185.019, 108.101
7, 0.00000, 2545.63, -0.00329217, 2545.65, -120.003, 2545.66, 119.997, 192.712, -11.4396, 185.931, -131.547, 177.262, 108.13
8, 0.00000, 2545.64, -0.00327027, 2545.66, -120.003, 2545.67, 119.997, 191.42, -11.4377, 184.67, -131.544, 176.06, 108.134
9, 0.00000, 2545.64, -0.00326909, 2545.66, -120.003, 2545.67, 119.997, 191.35, -11.4377, 184.599, -131.544, 175.992, 108.135
10, 0.00000, 2545.64, -0.00324557, 2545.66, -120.003, 2545.67, 119.997, 189.962, -11.4356, 183.246, -131.542, 174.702, 108.139
11, 0.00000, 2545.64, -0.00319993, 2545.66, -120.003, 2545.67, 119.997, 187.268, -11.4316, 180.62, -131.537, 172.196, 108.149
12, 0.00000, 2545.65, -0.00315465, 2545.66, -120.003, 2545.67, 119.997, 184.597, -11.4276, 178.012, -131.532, 169.709, 108.158
13, 0.00000, 2545.65, -0.00313267, 2545.67, -120.003, 2545.67, 119.997, 183.3, -11.4256, 176.744, -131.529, 168.5, 108.163
14, 0.00000, 2545.64, -0.00318393, 2545.66, -120.003, 2545.67, 119.997, 186.325, -11.4302, 179.686, -131.535, 171.306, 108.152
15, 0.00000, 2545.65, -0.00312906, 2545.67, -120.003, 2545.68, 119.997, 183.087, -11.4252, 176.54, -131.529, 168.305, 108.164
16, 0.00000, 2545.65, -0.00313762, 2545.66, -120.003, 2545.67, 119.997, 183.592, -11.426, 177.025, -131.53, 168.767, 108.162
17, 0.00000, 2545.64, -0.00317773, 2545.66, -120.003, 2545.67, 119.997, 185.959, -11.4296, 179.33, -131.534, 170.967, 108.153
18, 0.00000, 2545.64, -0.00318688, 2545.66, -120.003, 2545.67, 119.997, 186.498, -11.4305, 179.861, -131.535, 171.473, 108.151
19, 0.00000, 2545.64, -0.00318835, 2545.66, -120.003, 2545.67, 119.997, 186.585, -11.4306, 179.947, -131.536, 171.555, 108.151
20, 0.00000, 2545.64, -0.00327891, 2545.65, -120.003, 2545.66, 119.997, 191.929, -11.4385, 185.152, -131.545, 176.521, 108.132
21, 0.00000, 2545.63, -0.00336945, 2545.65, -120.003, 2545.66, 119.997, 197.274, -11.4462, 190.374, -131.555, 181.501, 108.114
22, 0.00000, 2545.63, -0.00337498, 2545.65, -120.003, 2545.66, 119.997, 197.6, -11.4466, 190.704, -131.555, 181.816, 108.113
23, 0.00000, 2545.62, -0.00349206, 2545.64, -120.003, 2545.65, 119.997, 204.512, -11.4562, 197.463, -131.567, 188.264, 108.089
24, 0.00000, 2545.61, -0.00357079, 2545.63, -120.003, 2545.64, 119.997, 209.161, -11.4625, 202.003, -131.575, 192.596, 108.073
25, 0.00000, 2545.6, -0.00373119, 2545.62, -120.004, 2545.63, 119.997, 218.635, -11.4748, 211.298, -131.591, 201.46, 108.041
26, 0.00000, 2545.59, -0.00383253, 2545.61, -120.004, 2545.63, 119.996, 224.623, -11.4823, 217.159, -131.601, 207.05, 108.021
27, 0.00000, 2545.58, -0.00400727, 2545.6, -120.004, 2545.61, 119.996, 234.95, -11.4948, 227.317, -131.617, 216.737, 107.987
28, 0.00000, 2545.6, -0.00379029, 2545.62, -120.004, 2545.63, 119.997, 222.127, -11.4791, 214.729, -131.597, 204.731, 108.03
29, 0.00000, 2545.6, -0.00380828, 2545.62, -120.004, 2545.63, 119.996, 223.19, -11.4805, 215.766, -131.598, 205.721, 108.026
30, 0.00000, 2545.6, -0.0038116, 2545.62, -120.004, 2545.63, 119.996, 223.386, -11.4807, 215.96, -131.599, 205.906, 108.025
31, 0.00000, 2545.6, -0.0038012, 2545.62, -120.004, 2545.63, 119.996, 222.772, -11.4799, 215.36, -131.598, 205.334, 108.027
32, 0.00000, 2545.56, -0.00173315, 2545.61, -120.003, 2545.64, 119.997, 225.047, -28.6781, 205.019, -140.924, 190.953, 107.256
33, 0.00000, 2545.59, -0.00101204, 2545.64, -120.002, 2545.67, 119.997, 196.721, -33.1044, 176.632, -144.254, 168.4, 105.798
34, 0.00000, 2545.63, -0.000254622, 2545.68, -120.001, 2545.7, 119.998, 168.696, -39.3146, 147.606, -149.131, 144.716, 103.767
35, 0.00000, 2545.6, -0.000855415, 2545.65, -120.002, 2545.68, 119.997, 189.318, -34.1794, 169.039, -145.01, 161.445, 105.58
36, 0.00000, 2545.65, 2.05171E-005, 2545.69, -120.001, 2545.71, 119.998, 157.487, -42.1016, 135.652, -151.329, 133.799, 103.013
37, 0.00000, 2545.68, 0.000557217, 2545.72, -120, 2545.73, 119.998, 139.366, -48.6902, 115.683, -156.952, 116.057, 100.891
38, 0.00000, 2545.7, 0.000955955, 2545.74, -120, 2545.74, 119.999, 127.424, -54.7358, 101.878, -162.511, 103.069, 98.8359
39, 0.00000, 2545.69, 0.00072022, 2545.73, -120, 2545.74, 119.999, 132.826, -51.1341, 108.348, -159.068, 108.61, 100.234
40, 0.00000, 2545.68, 0.000603987, 2545.72, -120, 2545.74, 119.999, 135.346, -49.4854, 111.332, -157.517, 110.903, 100.904
41, 0.00000, 2545.72, 0.00130852, 2545.75, -120, 2545.76, 119.999, 116.928, -61.2639, 89.2846, -168.937, 89.7337, 96.5976
42, 0.00000, 2545.72, 0.00135298, 2545.76, -120, 2545.76, 119.999, 115.188, -62.2668, 87.2164, -169.949, 87.2643, 96.2913
43, 0.00000, 2545.73, 0.00147795, 2545.76, -120, 2545.77, 119.999, 112.148, -64.8875, 83.3539, -172.749, 82.8642, 95.2783
44, 0.00000, 2545.77, 0.002306, 2545.8, -119.999, 2545.8, 120, 101.853, -84.0617, 67.8861, 163.56, 59.8758, 85.2857
45, 0.00000, 2545.77, 0.00221311, 2545.8, -119.999, 2545.8, 120, 101.504, -82.1692, 67.9609, 166.118, 60.7287, 86.5833
46, 0.00000, 2545.78, 0.00239479, 2545.81, -119.999, 2545.8, 120, 99.8597, -87.2173, 65.3213, 159.167, 54.4284, 83.1769
47, 0.00000, 2545.78, 0.00240288, 2545.81, -119.999, 2545.81, 120, 99.595, -87.5689, 65.0028, 158.669, 53.744, 82.9198
48, 0.00000, 2545.78, 0.00237074, 2545.81, -119.999, 2545.81, 120, 99.5625, -86.8078, 65.1063, 159.73, 54.3458, 83.4992
49, 0.00000, 2545.74, 0.00168881, 2545.78, -119.999, 2545.78, 119.999, 105.547, -70.21, 75.1161, -178.678, 72.2622, 93.2778
50, 0.00000, 2545.77, 0.00227664, 2545.8, -119.999, 2545.8, 120, 99.8969, -84.4051, 65.8968, 163.062, 56.7504, 85.2198
51, 0.00000, 2545.78, 0.00247426, 2545.81, -119.999, 2545.81, 120, 99.5279, -89.3827, 64.639, 156.115, 52.0288, 81.4938
52, 0.00000, 2545.78, 0.0025223, 2545.81, -119.999, 2545.81, 120, 99.7392, -90.4733, 64.6765, 154.577, 51.3019, 80.5828
53, 0.00000, 2545.8, 0.00284389, 2545.83, -119.998, 2545.82, 120, 101.358, -98.2016, 65.4169, 143.533, 45.2374, 73.1215
54, 0.00000, 2545.78, 0.00250392, 2545.81, -119.999, 2545.81, 120, 100.739, -89.3715, 65.8044, 156.173, 53.7581, 81.4519
55, 0.00000, 2545.77, 0.00231763, 2545.8, -119.999, 2545.8, 120, 101.89, -84.3047, 67.8688, 163.226, 59.7446, 85.1114
56, 0.00000, 2545.74, 0.00174046, 2545.77, -119.999, 2545.78, 119.999, 108.143, -70.3906, 77.6922, -179.032, 76.2001, 92.7827
57, 0.00000, 2545.67, 0.000363477, 2545.71, -120.001, 2545.73, 119.998, 142.036, -46.2328, 118.928, -154.602, 117.287, 102.085
58, 0.00000, 2545.62, -0.000631835, 2545.67, -120.002, 2545.69, 119.998, 176.831, -35.7974, 156.136, -146.052, 148.628, 105.462
59, 0.00000, 2545.75, 0.00197042, 2545.78, -119.999, 2545.78, 119.999, 108.355, -74.5181, 76.7411, 175.896, 75.2428, 90.4353
60, 0.00000, 2545.69, 0.000951351, 2545.73, -120, 2545.74, 119.999, 129.581, -54.4564, 104.179, -162.356, 106.148, 98.7171
61, 0.00000, 2545.7, 0.00114132, 2545.74, -120, 2545.74, 119.999, 126.67, -57.3791, 100.398, -165.3, 103.308, 97.4488
62, 0.00000, 2545.68, 0.000835196, 2545.72, -120, 2545.73, 119.999, 136.728, -52.3175, 112.127, -160.55, 115.383, 99.0804
63, 0.00000, 2545.66, 0.000546511, 2545.7, -120, 2545.71, 119.998, 147.074, -48.2072, 123.811, -156.912, 126.882, 100.33
64, 0.00000, 2545.64, 0.000163221, 2545.68, -120.001, 2545.7, 119.998, 161.318, -43.5997, 139.47, -153.02, 141.566, 101.711
65, 0.00000, 2545.63, -0.000111177, 2545.67, -120.001, 2545.68, 119.998, 172.711, -40.7864, 151.707, -150.767, 153.051, 102.478
66, 0.00000, 2545.61, -0.000378555, 2545.65, -120.001, 2545.67, 119.998, 183.906, -38.3804, 163.58, -148.881, 163.915, 103.142
67, 0.00000, 2545.6, -0.000411457, 2545.65, -120.001, 2545.66, 119.998, 187.506, -38.149, 167.358, -148.797, 168.385, 103.033
68, 0.00000, 2545.52, -0.00191827, 2545.58, -120.003, 2545.61, 119.996, 246.361, -28.5296, 227.146, -141.367, 217.056, 106.227
69, 0.00000, 2545.53, -0.00172269, 2545.58, -120.003, 2545.61, 119.997, 240.786, -29.6308, 221.772, -142.28, 214.219, 105.691
70, 0.00000, 2545.47, -0.0028604, 2545.53, -120.004, 2545.57, 119.996, 289.121, -24.8193, 269.637, -138.738, 253.013, 107.261
71, 0.00000, 2545.45, -0.00314221, 2545.51, -120.004, 2545.55, 119.996, 304.241, -24.0455, 284.74, -138.26, 266.939, 107.342
72, 0.00000, 2545.44, -0.00324547, 2545.5, -120.004, 2545.54, 119.995, 311.12, -23.8607, 291.741, -138.199, 274.077, 107.26
73, 0.00000, 2545.41, -0.00381736, 2545.47, -120.005, 2545.52, 119.995, 337.593, -22.2885, 317.712, -137.099, 295.764, 107.714
74, 0.00000, 2545.4, -0.00390304, 2545.46, -120.005, 2545.51, 119.995, 342.592, -22.1351, 322.727, -137.022, 300.567, 107.698
75, 0.00000, 2545.39, -0.00409095, 2545.45, -120.005, 2545.5, 119.995, 353.57, -21.814, 333.789, -136.862, 311.163, 107.662
76, 0.00000, 2545.39, -0.00409263, 2545.45, -120.005, 2545.5, 119.995, 353.669, -21.8112, 333.893, -136.861, 311.263, 107.661
77, 0.00000, 2545.36, -0.00443724, 2545.42, -120.005, 2545.47, 119.994, 373.842, -21.2726, 354.207, -136.595, 330.718, 107.596
78, 0.00000, 2545.35, -0.00455101, 2545.42, -120.005, 2545.46, 119.994, 380.512, -21.1076, 360.944, -136.514, 337.171, 107.573
79, 0.00000, 2545.36, -0.00449329, 2545.42, -120.005, 2545.47, 119.994, 377.127, -21.1906, 357.549, -136.554, 333.921, 107.584
80, 0.00000, 2545.35, -0.00458673, 2545.41, -120.005, 2545.46, 119.994, 382.608, -21.057, 363.059, -136.489, 339.196, 107.566
81, 0.00000, 2545.34, -0.00462724, 2545.41, -120.005, 2545.46, 119.994, 384.984, -21.0003, 365.45, -136.461, 341.485, 107.559
82, 0.00000, 2545.35, -0.00459247, 2545.41, -120.005, 2545.46, 119.994, 382.945, -21.0489, 363.412, -136.485, 339.536, 107.565
83, 0.00000, 2545.37, -0.00435467, 2545.43, -120.005, 2545.48, 119.994, 369.003, -21.3962, 349.349, -136.655, 326.068, 107.611
84, 0.00000, 2545.37, -0.00435883, 2545.43, -120.005, 2545.48, 119.994, 369.247, -21.3899, 349.585, -136.652, 326.293, 107.61
85, 0.00000, 2545.37, -0.00436289, 2545.43, -120.005, 2545.48, 119.994, 369.485, -21.3838, 349.825, -136.649, 326.523, 107.61
86, 0.00000, 2545.38, -0.00417011, 2545.44, -120.005, 2545.49, 119.995, 358.199, -21.6847, 338.462, -136.798, 315.64, 107.646
87, 0.00000, 2545.39, -0.00404613, 2545.45, -120.005, 2545.5, 119.995, 350.95, -21.8887, 331.161, -136.899, 308.647, 107.67
88, 0.00000, 2545.41, -0.00384353, 2545.47, -120.005, 2545.51, 119.995, 339.119, -22.2411, 319.261, -137.075, 297.249, 107.709
89, 0.00000, 2545.42, -0.00365703, 2545.48, -120.004, 2545.53, 119.995, 328.246, -22.5883, 308.33, -137.25, 286.779, 107.745
90, 0.00000, 2545.43, -0.00349104, 2545.49, -120.004, 2545.54, 119.995, 318.584, -22.9176, 298.622, -137.416, 277.479, 107.776
91, 0.00000, 2545.45, -0.00323323, 2545.51, -120.004, 2545.56, 119.996, 303.608, -23.471, 283.587, -137.699, 263.07, 107.826
92, 0.00000, 2545.47, -0.00301162, 2545.53, -120.004, 2545.57, 119.996, 290.767, -23.9927, 270.697, -137.967, 250.712, 107.868
93, 0.00000, 2545.48, -0.0029137, 2545.53, -120.004, 2545.58, 119.996, 285.104, -24.2384, 265.028, -138.094, 245.275, 107.887
94, 0.00000, 2545.49, -0.00273858, 2545.55, -120.004, 2545.59, 119.996, 274.994, -24.7031, 254.866, -138.337, 235.525, 107.921
95, 0.00000, 2545.5, -0.00256121, 2545.56, -120.003, 2545.6, 119.996, 264.777, -25.2104, 244.607, -138.603, 225.677, 107.956
96, 0.00000, 2545.52, -0.00236736, 2545.57, -120.003, 2545.62, 119.996, 253.644, -25.8117, 233.42, -138.921, 214.933, 107.993
97, 0.00000, 2545.53, -0.00225396, 2545.58, -120.003, 2545.62, 119.996, 247.147, -26.1888, 226.884, -139.123, 208.652, 108.016
98, 0.00000, 2545.53, -0.0022435, 2545.58, -120.003, 2545.63, 119.996, 246.548, -26.2246, 226.282, -139.142, 208.073, 108.018
99, 0.00000, 2545.54, -0.00207214, 2545.6, -120.003, 2545.64, 119.997, 236.758, -26.8368, 216.431, -139.471, 198.601, 108.052
100, 0.00000, 2545.55, -0.00191359, 2545.61, -120.003, 2545.65, 119.997, 227.73, -27.4504, 207.341, -139.804, 189.852, 108.084
101, 0.00000, 2545.56, -0.001782, 2545.62, -120.003, 2545.66, 119.997, 220.262, -27.9979, 199.816, -140.103, 182.602, 108.11
102, 0.00000, 2545.56, -0.00176881, 2545.62, -120.003, 2545.66, 119.997, 219.514, -28.0548, 199.062, -140.134, 181.876, 108.113
103, 0.00000, 2545.57, -0.00172952, 2545.62, -120.003, 2545.66, 119.997, 217.289, -28.2268, 196.822, -140.229, 179.716, 108.121
104, 0.00000, 2545.57, -0.00171455, 2545.62, -120.003, 2545.66, 119.997, 216.442, -28.2932, 195.965, -140.266, 178.89, 108.124
105, 0.00000, 2545.57, -0.00169958, 2545.62, -120.003, 2545.66, 119.997, 215.596, -28.3602, 195.111, -140.303, 178.066, 108.127
106, 0.00000, 2545.57, -0.00169627, 2545.62, -120.003, 2545.66, 119.997, 215.408, -28.3751, 194.92, -140.311, 177.882, 108.128
107, 0.00000, 2545.57, -0.00165653, 2545.63, -120.002, 2545.67, 119.997, 213.162, -28.5558, 192.659, -140.41, 175.701, 108.136
108, 0.00000, 2545.58, -0.00160174, 2545.63, -120.002, 2545.67, 119.997, 210.069, -28.8113, 189.54, -140.552, 172.692, 108.147
109, 0.00000, 2545.58, -0.00150308, 2545.64, -120.002, 2545.68, 119.997, 204.512, -29.2909, 183.931, -140.819, 167.278, 108.168
110, 0.00000, 2545.58, -0.00159533, 2545.63, -120.002, 2545.67, 119.997, 209.708, -28.8417, 189.156, -140.57, 172.322, 108.148
111, 0.00000, 2545.58, -0.00152904, 2545.63, -120.002, 2545.67, 119.997, 205.973, -29.1622, 185.403, -140.747, 168.699, 108.162
112, 0.00000, 2545.58, -0.0015449, 2545.63, -120.002, 2545.67, 119.997, 206.866, -29.0845, 186.295, -140.704, 169.561, 108.159
113, 0.00000, 2545.58, -0.00157056, 2545.63, -120.002, 2545.67, 119.997, 208.311, -28.9601, 187.754, -140.635, 170.969, 108.154
114, 0.00000, 2545.58, -0.00152417, 2545.64, -120.002, 2545.67, 119.997, 205.699, -29.1862, 185.124, -140.761, 168.43, 108.163
115, 0.00000, 2545.58, -0.00155522, 2545.63, -120.002, 2545.67, 119.997, 207.447, -29.0342, 186.88, -140.676, 170.126, 108.157
116, 0.00000, 2545.57, -0.00164901, 2545.63, -120.002, 2545.67, 119.997, 212.738, -28.5904, 192.213, -140.43, 175.272, 108.137
117, 0.00000, 2545.57, -0.0017122, 2545.62, -120.003, 2545.66, 119.997, 216.309, -28.3037, 195.82, -140.272, 178.75, 108.124
118, 0.00000, 2545.56, -0.00181836, 2545.61, -120.003, 2545.65, 119.997, 222.323, -27.8429, 201.877, -140.019, 184.589, 108.103
119, 0.00000, 2545.56, -0.0018317, 2545.61, -120.003, 2545.65, 119.997, 223.079, -27.7868, 202.652, -139.988, 185.335, 108.1
120, 0.00000, 2545.55, -0.00194869, 2545.6, -120.003, 2545.65, 119.997, 229.726, -27.3104, 209.347, -139.728, 191.784, 108.076
121, 0.00000, 2545.54, -0.00206566, 2545.6, -120.003, 2545.64, 119.997, 236.389, -26.861, 216.055, -139.484, 198.24, 108.053
122, 0.00000, 2545.54, -0.0021362, 2545.59, -120.003, 2545.63, 119.997, 240.414, -26.6021, 220.098, -139.345, 202.128, 108.039
123, 0.00000, 2545.52, -0.00229715, 2545.58, -120.003, 2545.62, 119.996, 249.62, -26.0429, 229.367, -139.045, 211.039, 108.007
124, 0.00000, 2545.53, -0.00215579, 2545.59, -120.003, 2545.63, 119.997, 241.534, -26.5317, 221.237, -139.307, 203.223, 108.035
125, 0.00000, 2545.53, -0.00214876, 2545.59, -120.003, 2545.63, 119.997, 241.337, -26.5703, 221.049, -139.339, 203.134, 108.014
126, 0.00000, 2545.53, -0.00217975, 2545.59, -120.003, 2545.63, 119.997, 242.903, -26.4466, 222.609, -139.261, 204.542, 108.03
127, 0.00000, 2545.53, -0.00219515, 2545.59, -120.003, 2545.63, 119.996, 243.783, -26.3923, 223.496, -139.232, 205.395, 108.027
128, 0.00000, 2545.55, -0.00179695, 2545.6, -120.003, 2545.64, 119.997, 227.863, -28.3553, 207.805, -140.686, 193.263, 107.351
129, 0.00000, 2545.61, -0.000592713, 2545.66, -120.002, 2545.68, 119.998, 181.699, -36.3286, 161.224, -146.775, 156.331, 104.683
130, 0.00000, 2545.6, -0.000788733, 2545.65, -120.002, 2545.68, 119.997, 187.895, -34.7289, 167.579, -145.475, 160.858, 105.308
