hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
131, 0.00000, 2545.63, -0.000339275, 2545.67, -120.001, 2545.69, 119.998, 171.31, -38.513, 150.348, -148.452, 146.734, 104.078
132, 0.00000, 2545.65, 0.000155853, 2545.7, -120.001, 2545.71, 119.998, 153.876, -43.6015, 131.662, -152.621, 130.854, 102.433
133, 0.00000, 2545.65, 0.000151537, 2545.7, -120.001, 2545.71, 119.998, 153.253, -43.5606, 131.019, -152.545, 129.907, 102.524
134, 0.00000, 2545.62, -0.000586525, 2545.66, -120.001, 2545.69, 119.998, 177.967, -36.2712, 157.314, -146.556, 151.15, 105.035
135, 0.00000, 2545.66, 0.000132646, 2545.7, -120.001, 2545.72, 119.998, 152.618, -43.3572, 130.384, -152.305, 128.708, 102.721
136, 0.00000, 2545.71, 0.00104943, 2545.75, -120, 2545.75, 119.999, 117.068, -57.2982, 95.2722, -166.545, 96.8899, 97.2551
137, 0.00000, 2545.64, -0.000426607, 2545.68, -120.001, 2545.7, 119.998, 161.85, -37.3968, 144.279, -148.685, 139.744, 104.263
138, 0.00000, 2545.71, 0.000883005, 2545.74, -120, 2545.75, 119.999, 120.166, -54.4676, 99.0533, -163.748, 100.159, 98.4109
139, 0.00000, 2545.75, 0.00177769, 2545.78, -119.999, 2545.78, 119.999, 102.251, -72.919, 76.4823, 176.752, 74.8276, 90.8711
140, 0.00000, 2545.76, 0.00198201, 2545.79, -119.999, 2545.79, 120, 99.9106, -77.9204, 72.9824, 170.803, 69.2358, 88.3833
141, 0.00000, 2545.74, 0.00150233, 2545.77, -119.999, 2545.77, 119.999, 106.56, -66.5967, 82.3586, -176.139, 82.5394, 93.6835
142, 0.00000, 2545.69, 0.000516424, 2545.72, -120, 2545.74, 119.999, 129.776, -48.6578, 110.028, -158.316, 110.064, 100.535
143, 0.00000, 2545.76, 0.00193941, 2545.79, -119.999, 2545.78, 120, 100.401, -76.8325, 73.7165, 172.12, 70.5014, 88.9406
144, 0.00000, 2545.74, 0.00147038, 2545.77, -119.999, 2545.77, 119.999, 107.131, -65.9002, 83.1066, -175.384, 83.4316, 93.976
145, 0.00000, 2545.75, 0.00178942, 2545.78, -119.999, 2545.78, 119.999, 102.297, -73.1314, 76.4809, 176.502, 74.8356, 90.7551
146, 0.00000, 2545.76, 0.00199309, 2545.79, -119.999, 2545.79, 120, 99.3809, -78.3784, 72.3537, 170.248, 68.2029, 88.1788
147, 0.00000, 2545.74, 0.00144593, 2545.77, -119.999, 2545.77, 119.999, 107.05, -65.4952, 83.1196, -174.928, 83.306, 94.2009
148, 0.00000, 2545.73, 0.00139453, 2545.76, -120, 2545.76, 119.999, 109.257, -64.1237, 85.6977, -173.509, 86.6308, 94.6325
149, 0.00000, 2545.74, 0.00157542, 2545.77, -119.999, 2545.77, 119.999, 106.517, -67.8978, 82.0056, -177.602, 82.3893, 93.0073
150, 0.00000, 2545.7, 0.000716249, 2545.73, -120, 2545.74, 119.999, 127.388, -51.4792, 107.094, -161.055, 108.954, 99.1973
151, 0.00000, 2545.73, 0.00151156, 2545.76, -119.999, 2545.76, 119.999, 110.572, -65.7985, 86.6466, -175.414, 88.7182, 93.6018
152, 0.00000, 2545.73, 0.00149645, 2545.76, -119.999, 2545.76, 119.999, 112.089, -65.2052, 88.3375, -174.823, 91.0394, 93.7276
153, 0.00000, 2545.76, 0.00209243, 2545.78, -119.999, 2545.77, 120, 104.839, -78.1745, 77.83, 170.45, 76.5264, 87.7715
154, 0.00000, 2545.66, 0.000235591, 2545.7, -120.001, 2545.71, 119.998, 147.191, -44.601, 128.692, -155.108, 130.827, 101.082
155, 0.00000, 2545.71, 0.00116538, 2545.74, -120, 2545.74, 119.999, 123.174, -58.176, 101.394, -167.764, 106.546, 96.0903
156, 0.00000, 2545.66, 0.000353838, 2545.7, -120.001, 2545.71, 119.998, 146.852, -45.978, 128.199, -156.45, 132.107, 100.319
157, 0.00000, 2545.65, 5.06235E-005, 2545.68, -120.001, 2545.69, 119.998, 158.311, -42.4236, 140.505, -153.431, 143.6, 101.402
158, 0.00000, 2545.5, -0.00287155, 2545.55, -120.004, 2545.59, 119.996, 271.61, -23.6085, 253.909, -138.36, 234.607, 107.924
159, 0.00000, 2545.54, -0.00199989, 2545.59, -120.003, 2545.62, 119.997, 237.869, -27.4423, 221.262, -141.375, 210.522, 106.388
160, 0.00000, 2545.58, -0.00102823, 2545.63, -120.002, 2545.65, 119.997, 202.101, -33.2022, 185.928, -145.988, 183.926, 104.188
161, 0.00000, 2545.54, -0.00179275, 2545.59, -120.003, 2545.62, 119.997, 233.467, -28.7173, 217.261, -142.492, 209.825, 105.663
162, 0.00000, 2545.55, -0.00159601, 2545.59, -120.002, 2545.62, 119.997, 227.387, -29.8662, 211.396, -143.447, 206.257, 105.138
163, 0.00000, 2545.58, -0.000884656, 2545.62, -120.002, 2545.64, 119.997, 202.577, -34.439, 186.701, -147.172, 187.994, 103.36
164, 0.00000, 2545.56, -0.00135629, 2545.6, -120.002, 2545.62, 119.997, 222.271, -31.4546, 206.618, -144.831, 205.04, 104.301
165, 0.00000, 2545.48, -0.00276478, 2545.53, -120.003, 2545.57, 119.996, 280.232, -24.8679, 263.801, -139.701, 250.904, 106.621
166, 0.00000, 2545.48, -0.00281593, 2545.53, -120.004, 2545.56, 119.996, 284.02, -24.7817, 267.68, -139.678, 255.024, 106.557
167, 0.00000, 2545.43, -0.00337822, 2545.49, -120.004, 2545.53, 119.995, 317.901, -23.5118, 298.486, -137.974, 280.117, 107.32
168, 0.00000, 2545.42, -0.00362394, 2545.48, -120.004, 2545.52, 119.995, 329.599, -22.8512, 310.005, -137.522, 289.943, 107.492
169, 0.00000, 2545.4, -0.00390753, 2545.46, -120.005, 2545.51, 119.995, 342.856, -22.1272, 323.008, -137.018, 300.837, 107.697
170, 0.00000, 2545.39, -0.00400672, 2545.46, -120.005, 2545.5, 119.995, 348.649, -21.9554, 328.838, -136.932, 306.421, 107.678
171, 0.00000, 2545.38, -0.00413817, 2545.45, -120.005, 2545.49, 119.995, 356.332, -21.7365, 336.571, -136.823, 313.828, 107.653
172, 0.00000, 2545.38, -0.00421277, 2545.44, -120.005, 2545.49, 119.995, 360.697, -21.6165, 340.951, -136.764, 318.022, 107.639
173, 0.00000, 2545.36, -0.0043764, 2545.43, -120.005, 2545.48, 119.994, 370.277, -21.3634, 350.619, -136.639, 327.283, 107.607
174, 0.00000, 2545.36, -0.00445986, 2545.42, -120.005, 2545.47, 119.994, 375.168, -21.2394, 355.553, -136.578, 332.009, 107.591
175, 0.00000, 2545.35, -0.00450967, 2545.42, -120.005, 2545.47, 119.994, 378.088, -21.1669, 358.488, -136.543, 334.818, 107.582
176, 0.00000, 2545.35, -0.0045262, 2545.42, -120.005, 2545.46, 119.994, 379.058, -21.1431, 359.475, -136.531, 335.764, 107.578
177, 0.00000, 2545.35, -0.00455158, 2545.42, -120.005, 2545.46, 119.994, 380.547, -21.1068, 360.975, -136.513, 337.2, 107.573
178, 0.00000, 2545.36, -0.00447401, 2545.42, -120.005, 2545.47, 119.994, 375.998, -21.2187, 356.415, -136.568, 332.836, 107.587
179, 0.00000, 2545.36, -0.00438914, 2545.43, -120.005, 2545.47, 119.994, 371.024, -21.3442, 351.38, -136.63, 328.013, 107.604
180, 0.00000, 2545.36, -0.00437144, 2545.43, -120.005, 2545.48, 119.994, 369.986, -21.3709, 350.336, -136.643, 327.013, 107.608
181, 0.00000, 2545.37, -0.00429763, 2545.43, -120.005, 2545.48, 119.995, 365.664, -21.4836, 345.995, -136.698, 322.857, 107.621
182, 0.00000, 2545.39, -0.00408264, 2545.45, -120.005, 2545.5, 119.995, 353.085, -21.8278, 333.313, -136.869, 310.708, 107.663
183, 0.00000, 2545.39, -0.00399829, 2545.46, -120.005, 2545.5, 119.995, 348.156, -21.9698, 328.366, -136.939, 305.971, 107.679
184, 0.00000, 2545.41, -0.00384116, 2545.47, -120.005, 2545.51, 119.995, 338.982, -22.2455, 319.121, -137.077, 297.116, 107.709
185, 0.00000, 2545.42, -0.00368411, 2545.48, -120.004, 2545.52, 119.995, 329.824, -22.5365, 309.915, -137.224, 288.298, 107.739
186, 0.00000, 2545.43, -0.00349133, 2545.49, -120.004, 2545.54, 119.995, 318.601, -22.917, 298.64, -137.416, 277.496, 107.776
187, 0.00000, 2545.44, -0.00334704, 2545.5, -120.004, 2545.55, 119.995, 310.215, -23.2201, 290.217, -137.57, 269.425, 107.804
