hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2545.57, -0.00649812, 0, 0, 0, 0, 0, 0
2, 0.00000, 2545.58, -0.00625389, 0, 0, 0, 0, 0, 0
3, 0.00000, 2545.59, -0.00604048, 0, 0, 0, 0, 0, 0
4, 0.00000, 2545.6, -0.00588035, 0, 0, 0, 0, 0, 0
5, 0.00000, 2545.6, -0.00579458, 0, 0, 0, 0, 0, 0
6, 0.00000, 2545.61, -0.00575597, 0, 0, 0, 0, 0, 0
7, 0.00000, 2545.62, -0.00551934, 0, 0, 0, 0, 0, 0
8, 0.00000, 2545.62, -0.00548256, 0, 0, 0, 0, 0, 0
9, 0.00000, 2545.62, -0.0054806, 0, 0, 0, 0, 0, 0
10, 0.00000, 2545.62, -0.00544108, 0, 0, 0, 0, 0, 0
11, 0.00000, 2545.63, -0.0053644, 0, 0, 0, 0, 0, 0
12, 0.00000, 2545.63, -0.00528836, 0, 0, 0, 0, 0, 0
13, 0.00000, 2545.63, -0.00525147, 0, 0, 0, 0, 0, 0
14, 0.00000, 2545.63, -0.0053376, 0, 0, 0, 0, 0, 0
15, 0.00000, 2545.63, -0.00524538, 0, 0, 0, 0, 0, 0
16, 0.00000, 2545.63, -0.00525979, 0, 0, 0, 0, 0, 0
17, 0.00000, 2545.63, -0.00532719, 0, 0, 0, 0, 0, 0
18, 0.00000, 2545.63, -0.00534252, 0, 0, 0, 0, 0, 0
19, 0.00000, 2545.63, -0.00534499, 0, 0, 0, 0, 0, 0
20, 0.00000, 2545.62, -0.00549713, 0, 0, 0, 0, 0, 0
21, 0.00000, 2545.61, -0.00564919, 0, 0, 0, 0, 0, 0
22, 0.00000, 2545.61, -0.00565842, 0, 0, 0, 0, 0, 0
23, 0.00000, 2545.6, -0.00585505, 0, 0, 0, 0, 0, 0
24, 0.00000, 2545.6, -0.00598732, 0, 0, 0, 0, 0, 0
25, 0.00000, 2545.58, -0.00625665, 0, 0, 0, 0, 0, 0
26, 0.00000, 2545.57, -0.00642691, 0, 0, 0, 0, 0, 0
27, 0.00000, 2545.56, -0.0067203, 0, 0, 0, 0, 0, 0
28, 0.00000, 2545.58, -0.00635588, 0, 0, 0, 0, 0, 0
29, 0.00000, 2545.58, -0.00638612, 0, 0, 0, 0, 0, 0
30, 0.00000, 2545.58, -0.00639168, 0, 0, 0, 0, 0, 0
31, 0.00000, 2545.58, -0.00637422, 0, 0, 0, 0, 0, 0
32, 0.00000, 2545.47, -0.00378684, 0, 0, 64.2201, -94.9933, 64.2201, 85.0067
33, 0.00000, 2545.5, -0.00265558, 0, 0, 65.5278, -102.498, 65.5278, 77.5022
