hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
53, 0.00000, 2505.99, -119.868, 2525.28, 119.768, 0.000346345, -21.1328, 0.000348423, -158.848
54, 0.00000, 2501.7, -119.919, 2520.21, 119.695, 0.000345761, -21.188, 0.000347753, -158.921
55, 0.00000, 2498.7, -119.946, 2516.89, 119.647, 0.000345357, -21.2188, 0.000347315, -158.967
56, 0.00000, 2491.56, -120.03, 2508.11, 119.519, 0.000344383, -21.3125, 0.000346164, -159.096
57, 0.00000, 2475.21, -120.231, 2487.55, 119.217, 0.000342143, -21.5372, 0.00034347, -159.4
58, 0.00000, 2462.91, -120.378, 2472.23, 118.992, 0.00034046, -21.7019, 0.000341463, -159.625
59, 0.00000, 2490.35, -120.001, 2508.74, 119.534, 0.000344255, -21.2788, 0.000346235, -159.074
60, 0.00000, 2477.46, -120.149, 2492.96, 119.303, 0.000342498, -21.4453, 0.000344166, -159.304
61, 0.00000, 2477.71, -120.123, 2494.37, 119.327, 0.000342551, -21.4162, 0.000344345, -159.277
62, 0.00000, 2471.99, -120.17, 2488.31, 119.24, 0.000341788, -21.4682, 0.000343545, -159.359
63, 0.00000, 2466.55, -120.214, 2482.56, 119.158, 0.000341063, -21.5175, 0.000342786, -159.438
64, 0.00000, 2459.8, -120.273, 2475.24, 119.053, 0.000340159, -21.5827, 0.00034182, -159.54
65, 0.00000, 2454.28, -120.315, 2469.5, 118.971, 0.000339425, -21.6302, 0.000341062, -159.618
66, 0.00000, 2449.15, -120.356, 2464.08, 118.893, 0.000338741, -21.6764, 0.000340347, -159.693
67, 0.00000, 2446.26, -120.364, 2461.79, 118.863, 0.000338369, -21.6843, 0.000340039, -159.719
68, 0.00000, 2426.92, -120.591, 2437.7, 118.515, 0.000335719, -21.9394, 0.000336878, -160.068
69, 0.00000, 2426.84, -120.564, 2438.97, 118.536, 0.000335733, -21.9088, 0.000337038, -160.042
70, 0.00000, 2410.93, -120.738, 2419.64, 118.259, 0.000333561, -22.1052, 0.000334498, -160.318
71, 0.00000, 2403.8, -120.785, 2412.5, 118.16, 0.000332616, -22.1581, 0.000333551, -160.411
72, 0.00000, 2399.66, -120.804, 2408.78, 118.109, 0.000332075, -22.1791, 0.000333055, -160.457
73, 0.00000, 2390.07, -120.894, 2397.77, 117.953, 0.000330777, -22.2811, 0.000331605, -160.61
74, 0.00000, 2387.47, -120.909, 2395.28, 117.919, 0.000330434, -22.2978, 0.000331273, -160.642
75, 0.00000, 2381.7, -120.942, 2389.73, 117.842, 0.000329674, -22.3347, 0.000330537, -160.713
76, 0.00000, 2381.64, -120.942, 2389.68, 117.842, 0.000329666, -22.335, 0.000330529, -160.714
77, 0.00000, 2371.05, -121.002, 2379.49, 117.701, 0.000328268, -22.403, 0.000329175, -160.844
78, 0.00000, 2367.52, -121.022, 2376.09, 117.654, 0.000327803, -22.4256, 0.000328723, -160.888
79, 0.00000, 2369.28, -121.012, 2377.78, 117.677, 0.000328035, -22.4142, 0.000328949, -160.866
80, 0.00000, 2366.41, -121.029, 2375.02, 117.639, 0.000327656, -22.4327, 0.000328581, -160.901
81, 0.00000, 2365.17, -121.036, 2373.82, 117.623, 0.000327492, -22.4407, 0.000328421, -160.917
82, 0.00000, 2366.22, -121.03, 2374.83, 117.637, 0.000327631, -22.4339, 0.000328556, -160.904
83, 0.00000, 2373.58, -120.988, 2381.92, 117.734, 0.000328602, -22.3867, 0.000329498, -160.813
84, 0.00000, 2373.46, -120.989, 2381.8, 117.733, 0.000328586, -22.3875, 0.000329483, -160.814
85, 0.00000, 2373.33, -120.989, 2381.68, 117.731, 0.00032857, -22.3883, 0.000329467, -160.816
86, 0.00000, 2379.26, -120.956, 2387.39, 117.81, 0.000329351, -22.3503, 0.000330225, -160.743
87, 0.00000, 2383.06, -120.934, 2391.04, 117.86, 0.000329853, -22.3259, 0.000330711, -160.696
88, 0.00000, 2389.25, -120.899, 2396.99, 117.943, 0.000330669, -22.2863, 0.000331501, -160.62
89, 0.00000, 2394.92, -120.866, 2402.44, 118.018, 0.000331417, -22.2499, 0.000332225, -160.551
90, 0.00000, 2399.96, -120.838, 2407.26, 118.084, 0.000332081, -22.2177, 0.000332866, -160.489
91, 0.00000, 2407.73, -120.793, 2414.71, 118.187, 0.000333105, -22.168, 0.000333856, -160.394
92, 0.00000, 2414.38, -120.755, 2421.08, 118.275, 0.000333981, -22.1255, 0.000334702, -160.312
93, 0.00000, 2417.29, -120.739, 2423.86, 118.313, 0.000334365, -22.1068, 0.000335072, -160.277
94, 0.00000, 2422.53, -120.709, 2428.87, 118.382, 0.000335055, -22.0734, 0.000335737, -160.213
95, 0.00000, 2427.81, -120.679, 2433.91, 118.452, 0.000335749, -22.0397, 0.000336406, -160.148
96, 0.00000, 2433.55, -120.646, 2439.39, 118.528, 0.000336505, -22.003, 0.000337134, -160.078
97, 0.00000, 2436.9, -120.627, 2442.59, 118.572, 0.000336947, -21.9817, 0.000337559, -160.038
98, 0.00000, 2437.21, -120.625, 2442.89, 118.576, 0.000336987, -21.9797, 0.000337598, -160.034
99, 0.00000, 2442.26, -120.596, 2447.7, 118.642, 0.000337651, -21.9475, 0.000338236, -159.972
100, 0.00000, 2446.91, -120.57, 2452.13, 118.703, 0.000338263, -21.9179, 0.000338825, -159.916
101, 0.00000, 2450.76, -120.548, 2455.8, 118.754, 0.00033877, -21.8934, 0.000339312, -159.869
102, 0.00000, 2451.14, -120.546, 2456.16, 118.759, 0.00033882, -21.8909, 0.00033936, -159.864
103, 0.00000, 2452.29, -120.539, 2457.25, 118.774, 0.000338971, -21.8836, 0.000339505, -159.851
104, 0.00000, 2452.73, -120.537, 2457.67, 118.78, 0.000339029, -21.8808, 0.00033956, -159.845
105, 0.00000, 2453.16, -120.534, 2458.09, 118.785, 0.000339086, -21.8781, 0.000339616, -159.84
106, 0.00000, 2453.26, -120.534, 2458.18, 118.787, 0.000339099, -21.8774, 0.000339628, -159.839
107, 0.00000, 2454.41, -120.527, 2459.28, 118.802, 0.000339251, -21.8701, 0.000339774, -159.825
108, 0.00000, 2456.01, -120.518, 2460.79, 118.823, 0.00033946, -21.8599, 0.000339975, -159.805
109, 0.00000, 2458.87, -120.502, 2463.52, 118.86, 0.000339836, -21.8417, 0.000340337, -159.771
110, 0.00000, 2456.22, -120.517, 2460.99, 118.826, 0.000339488, -21.8587, 0.000340001, -159.803
111, 0.00000, 2458.12, -120.506, 2462.8, 118.85, 0.000339738, -21.8465, 0.000340242, -159.78
112, 0.00000, 2457.67, -120.509, 2462.38, 118.845, 0.000339679, -21.8494, 0.000340185, -159.785
113, 0.00000, 2456.93, -120.513, 2461.67, 118.835, 0.000339581, -21.8541, 0.000340091, -159.794
114, 0.00000, 2458.26, -120.505, 2462.94, 118.852, 0.000339757, -21.8456, 0.00034026, -159.778
115, 0.00000, 2457.38, -120.51, 2462.09, 118.841, 0.00033964, -21.8513, 0.000340147, -159.789
116, 0.00000, 2454.66, -120.526, 2459.5, 118.805, 0.000339282, -21.8686, 0.000339803, -159.822
117, 0.00000, 2452.81, -120.536, 2457.74, 118.781, 0.000339039, -21.8804, 0.00033957, -159.844
118, 0.00000, 2449.72, -120.554, 2454.8, 118.74, 0.000338633, -21.9001, 0.000339179, -159.882
119, 0.00000, 2449.31, -120.556, 2454.42, 118.735, 0.000338579, -21.9026, 0.000339128, -159.887
120, 0.00000, 2445.89, -120.576, 2451.15, 118.69, 0.000338129, -21.9244, 0.000338695, -159.928
121, 0.00000, 2442.45, -120.595, 2447.88, 118.645, 0.000337677, -21.9463, 0.000338261, -159.97
122, 0.00000, 2440.39, -120.607, 2445.91, 118.618, 0.000337405, -21.9595, 0.000337999, -159.995
123, 0.00000, 2435.63, -120.634, 2441.38, 118.555, 0.000336779, -21.9898, 0.000337398, -160.053
124, 0.00000, 2439.8, -120.611, 2445.35, 118.61, 0.000337327, -21.9632, 0.000337925, -160.002
125, 0.00000, 2439.78, -120.61, 2445.39, 118.61, 0.000337327, -21.9621, 0.00033793, -160.002
126, 0.00000, 2439.1, -120.615, 2444.68, 118.601, 0.000337235, -21.9677, 0.000337836, -160.011
127, 0.00000, 2438.64, -120.617, 2444.25, 118.595, 0.000337176, -21.9706, 0.000337779, -160.016
128, 0.00000, 2443.09, -120.558, 2450.16, 118.68, 0.000337792, -21.9036, 0.000338553, -159.929
129, 0.00000, 2456.9, -120.378, 2468.19, 118.941, 0.000339701, -21.7019, 0.000340915, -159.665
130, 0.00000, 2455.71, -120.406, 2466.03, 118.908, 0.000339525, -21.7335, 0.000340635, -159.7
131, 0.00000, 2461.2, -120.339, 2472.94, 119.009, 0.000340278, -21.6586, 0.000341541, -159.598
132, 0.00000, 2467.57, -120.266, 2480.74, 119.123, 0.000341147, -21.5765, 0.000342564, -159.484
133, 0.00000, 2468.3, -120.266, 2481.23, 119.129, 0.000341239, -21.5765, 0.00034263, -159.479
134, 0.00000, 2460.6, -120.374, 2470.88, 118.976, 0.000340172, -21.6973, 0.000341278, -159.636
135, 0.00000, 2469.35, -120.268, 2481.85, 119.137, 0.00034137, -21.5783, 0.000342716, -159.474
136, 0.00000, 2481.73, -120.112, 2497.61, 119.37, 0.00034307, -21.4038, 0.000344778, -159.24
137, 0.00000, 2465.61, -120.327, 2476.5, 119.057, 0.000340846, -21.6448, 0.000342018, -159.557
138, 0.00000, 2480.95, -120.135, 2495.97, 119.344, 0.000342951, -21.4299, 0.000344568, -159.268
139, 0.00000, 2491, -120.006, 2508.91, 119.535, 0.000344333, -21.2849, 0.000346261, -159.075
140, 0.00000, 2493.34, -119.976, 2511.89, 119.578, 0.000344654, -21.2519, 0.000346652, -159.031
141, 0.00000, 2487.86, -120.046, 2504.9, 119.476, 0.000343901, -21.3294, 0.000345735, -159.135
142, 0.00000, 2477.41, -120.188, 2491.07, 119.27, 0.000342457, -21.4891, 0.000343928, -159.343
143, 0.00000, 2492.78, -119.983, 2511.22, 119.569, 0.000344577, -21.2588, 0.000346563, -159.041
144, 0.00000, 2487.5, -120.05, 2504.44, 119.469, 0.000343852, -21.3346, 0.000345675, -159.141
145, 0.00000, 2490.89, -120.004, 2508.92, 119.535, 0.000344321, -21.2832, 0.000346261, -159.074
146, 0.00000, 2493.98, -119.974, 2512.42, 119.585, 0.000344737, -21.2496, 0.000346722, -159.025
147, 0.00000, 2487.8, -120.053, 2504.49, 119.469, 0.000343887, -21.338, 0.000345684, -159.143
148, 0.00000, 2485.91, -120.062, 2502.81, 119.446, 0.000343641, -21.3475, 0.00034546, -159.163
149, 0.00000, 2487.34, -120.036, 2505, 119.479, 0.000343844, -21.3188, 0.000345745, -159.128
150, 0.00000, 2476.28, -120.162, 2491.56, 119.283, 0.000342338, -21.4597, 0.000343982, -159.324
151, 0.00000, 2483.42, -120.049, 2501.8, 119.437, 0.000343338, -21.3321, 0.000345317, -159.165
152, 0.00000, 2481.92, -120.052, 2500.63, 119.422, 0.000343145, -21.3358, 0.000345159, -159.178
153, 0.00000, 2487.36, -119.967, 2508.35, 119.538, 0.000343905, -21.2406, 0.000346166, -159.058
154, 0.00000, 2465.32, -120.237, 2480.62, 119.129, 0.000340887, -21.5435, 0.000342534, -159.469
155, 0.00000, 2473.85, -120.104, 2492.75, 119.312, 0.00034208, -21.3936, 0.000344114, -159.281
156, 0.00000, 2463.24, -120.224, 2479.91, 119.123, 0.000340637, -21.5275, 0.000342431, -159.468
157, 0.00000, 2457.98, -120.27, 2474.17, 119.04, 0.000339931, -21.579, 0.000341674, -159.549
158, 0.00000, 2423.03, -120.706, 2429.35, 118.389, 0.00033512, -22.0702, 0.0003358, -160.207
159, 0.00000, 2430.98, -120.577, 2441.08, 118.56, 0.000336245, -21.9246, 0.00033733, -160.028
160, 0.00000, 2439.86, -120.434, 2454.07, 118.751, 0.000337498, -21.7635, 0.000339026, -159.83
161, 0.00000, 2429.2, -120.55, 2441.22, 118.567, 0.000336044, -21.894, 0.000337337, -160.014
162, 0.00000, 2429.66, -120.523, 2442.89, 118.593, 0.000336128, -21.8627, 0.00033755, -159.984
163, 0.00000, 2435.36, -120.419, 2451.84, 118.725, 0.000336943, -21.7457, 0.000338715, -159.844
164, 0.00000, 2427.94, -120.492, 2443.31, 118.603, 0.000335939, -21.827, 0.000337592, -159.964
165, 0.00000, 2409.72, -120.705, 2420.47, 118.275, 0.000333438, -22.0681, 0.000334594, -160.294
166, 0.00000, 2407.24, -120.715, 2418.32, 118.246, 0.000333116, -22.0789, 0.000334307, -160.32
167, 0.00000, 2396.68, -120.826, 2405.68, 118.066, 0.000331677, -22.2036, 0.000332645, -160.499
168, 0.00000, 2392.17, -120.865, 2400.67, 117.995, 0.000331071, -22.2479, 0.000331984, -160.567
169, 0.00000, 2387.31, -120.91, 2395.13, 117.917, 0.000330413, -22.2988, 0.000331253, -160.644
170, 0.00000, 2384.28, -120.927, 2392.21, 117.877, 0.000330013, -22.3182, 0.000330866, -160.681
171, 0.00000, 2380.25, -120.95, 2388.34, 117.823, 0.000329482, -22.344, 0.000330351, -160.731
172, 0.00000, 2377.98, -120.963, 2386.15, 117.793, 0.000329182, -22.3586, 0.000330061, -160.759
173, 0.00000, 2372.92, -120.992, 2381.29, 117.726, 0.000328515, -22.391, 0.000329414, -160.821
174, 0.00000, 2370.34, -121.006, 2378.8, 117.691, 0.000328175, -22.4075, 0.000329084, -160.853
175, 0.00000, 2368.82, -121.015, 2377.33, 117.671, 0.000327973, -22.4173, 0.000328888, -160.872
176, 0.00000, 2368.29, -121.018, 2376.83, 117.664, 0.000327904, -22.4207, 0.000328821, -160.878
177, 0.00000, 2367.51, -121.023, 2376.07, 117.654, 0.000327801, -22.4257, 0.000328721, -160.888
178, 0.00000, 2369.87, -121.009, 2378.35, 117.685, 0.000328113, -22.4104, 0.000329024, -160.859
179, 0.00000, 2372.52, -120.994, 2380.9, 117.72, 0.000328462, -22.3935, 0.000329363, -160.826
180, 0.00000, 2373.06, -120.991, 2381.42, 117.728, 0.000328534, -22.39, 0.000329432, -160.819
181, 0.00000, 2375.32, -120.978, 2383.59, 117.758, 0.000328832, -22.3755, 0.000329721, -160.792
182, 0.00000, 2381.94, -120.94, 2389.97, 117.846, 0.000329705, -22.3331, 0.000330568, -160.71
183, 0.00000, 2384.5, -120.926, 2392.43, 117.88, 0.000330043, -22.3166, 0.000330895, -160.679
184, 0.00000, 2389.32, -120.898, 2397.06, 117.943, 0.000330679, -22.2858, 0.00033151, -160.619
185, 0.00000, 2394.1, -120.871, 2401.65, 118.007, 0.000331309, -22.2552, 0.00033212, -160.561
186, 0.00000, 2399.95, -120.838, 2407.25, 118.084, 0.000332079, -22.2178, 0.000332865, -160.489
187, 0.00000, 2404.3, -120.813, 2411.43, 118.142, 0.000332654, -22.1899, 0.00033342, -160.436
188, 0.00000, 2412.72, -120.765, 2419.49, 118.253, 0.000333763, -22.136, 0.000334491, -160.333
189, 0.00000, 2414.61, -120.754, 2421.3, 118.278, 0.000334011, -22.124, 0.000334731, -160.31
190, 0.00000, 2421.02, -120.718, 2427.43, 118.363, 0.000334856, -22.083, 0.000335546, -160.231
191, 0.00000, 2425.14, -120.694, 2431.36, 118.417, 0.000335398, -22.0567, 0.000336067, -160.181
192, 0.00000, 2430.37, -120.664, 2436.36, 118.486, 0.000336087, -22.0233, 0.000336731, -160.117
193, 0.00000, 2432.91, -120.65, 2438.79, 118.519, 0.000336421, -22.0071, 0.000337053, -160.086
194, 0.00000, 2436.7, -120.628, 2442.4, 118.569, 0.00033692, -21.9829, 0.000337533, -160.04
195, 0.00000, 2441.09, -120.603, 2446.59, 118.627, 0.000337498, -21.955, 0.000338089, -159.987
196, 0.00000, 2443.25, -120.591, 2448.65, 118.655, 0.000337782, -21.9412, 0.000338363, -159.96
197, 0.00000, 2444.18, -120.585, 2449.53, 118.667, 0.000337905, -21.9352, 0.00033848, -159.949
198, 0.00000, 2444.89, -120.582, 2450.2, 118.677, 0.000337997, -21.9308, 0.000338569, -159.94
199, 0.00000, 2448.68, -120.56, 2453.81, 118.726, 0.000338496, -21.9066, 0.000339049, -159.894
200, 0.00000, 2449.28, -120.556, 2454.39, 118.734, 0.000338575, -21.9028, 0.000339125, -159.887
201, 0.00000, 2449.89, -120.553, 2454.97, 118.742, 0.000338655, -21.8989, 0.000339202, -159.88
202, 0.00000, 2448.96, -120.558, 2454.08, 118.73, 0.000338533, -21.9049, 0.000339084, -159.891
203, 0.00000, 2453.02, -120.535, 2457.95, 118.784, 0.000339067, -21.879, 0.000339598, -159.842
204, 0.00000, 2452.34, -120.539, 2457.3, 118.775, 0.000338977, -21.8833, 0.000339511, -159.85
205, 0.00000, 2452.63, -120.537, 2457.58, 118.778, 0.000339016, -21.8814, 0.000339549, -159.846
206, 0.00000, 2455.68, -120.52, 2460.48, 118.818, 0.000339417, -21.862, 0.000339934, -159.809
207, 0.00000, 2456.19, -120.517, 2460.96, 118.825, 0.000339484, -21.8588, 0.000339998, -159.803
208, 0.00000, 2456.33, -120.516, 2461.1, 118.827, 0.000339503, -21.8579, 0.000340016, -159.801
209, 0.00000, 2454.26, -120.528, 2459.12, 118.8, 0.00033923, -21.8711, 0.000339753, -159.827
210, 0.00000, 2454.13, -120.529, 2459, 118.798, 0.000339213, -21.8719, 0.000339737, -159.828
211, 0.00000, 2454.92, -120.524, 2459.76, 118.808, 0.000339317, -21.8668, 0.000339838, -159.818
212, 0.00000, 2454.28, -120.528, 2459.14, 118.8, 0.000339232, -21.871, 0.000339756, -159.826
213, 0.00000, 2451.51, -120.544, 2456.51, 118.764, 0.000338868, -21.8886, 0.000339406, -159.86
214, 0.00000, 2449.82, -120.553, 2454.9, 118.741, 0.000338646, -21.8994, 0.000339192, -159.88
215, 0.00000, 2446.44, -120.573, 2451.68, 118.697, 0.000338201, -21.9209, 0.000338765, -159.922
216, 0.00000, 2442.65, -120.594, 2448.07, 118.647, 0.000337703, -21.9451, 0.000338286, -159.968
217, 0.00000, 2438.86, -120.616, 2444.45, 118.597, 0.000337204, -21.9692, 0.000337806, -160.014
218, 0.00000, 2435.76, -120.634, 2441.49, 118.557, 0.000336796, -21.9891, 0.000337413, -160.052
219, 0.00000, 2433.74, -120.645, 2439.57, 118.53, 0.000336531, -22.0019, 0.000337158, -160.076
220, 0.00000, 2438.35, -120.619, 2443.98, 118.591, 0.000337138, -21.9724, 0.000337742, -160.02
221, 0.00000, 2440.53, -120.58, 2447.35, 118.64, 0.000337449, -21.9284, 0.000338182, -159.968
222, 0.00000, 2440.12, -120.59, 2446.58, 118.629, 0.000337387, -21.9398, 0.000338083, -159.98
223, 0.00000, 2446.3, -120.509, 2454.69, 118.746, 0.000338242, -21.8491, 0.000339144, -159.861
224, 0.00000, 2443.08, -120.548, 2450.62, 118.687, 0.000337799, -21.8927, 0.000338611, -159.92
225, 0.00000, 2449.42, -120.466, 2458.88, 118.806, 0.000338675, -21.8008, 0.000339693, -159.799
226, 0.00000, 2454.6, -120.401, 2465.52, 118.902, 0.000339389, -21.728, 0.000340564, -159.702
227, 0.00000, 2458.55, -120.355, 2470.39, 118.973, 0.00033993, -21.6765, 0.000341204, -159.631
228, 0.00000, 2465.21, -120.273, 2478.84, 119.098, 0.000340843, -21.5836, 0.00034231, -159.506
229, 0.00000, 2468.19, -120.232, 2482.81, 119.157, 0.000341255, -21.5375, 0.000342829, -159.446
230, 0.00000, 2464.73, -120.273, 2478.49, 119.094, 0.000340782, -21.5841, 0.000342263, -159.509
231, 0.00000, 2457.46, -120.376, 2468.67, 118.947, 0.000339773, -21.6995, 0.000340979, -159.659
232, 0.00000, 2469.85, -120.217, 2484.63, 119.183, 0.000341478, -21.5212, 0.000343068, -159.42
233, 0.00000, 2480.69, -120.071, 2498.87, 119.395, 0.000342973, -21.3577, 0.00034493, -159.205
234, 0.00000, 2451.47, -120.454, 2460.83, 118.834, 0.000338946, -21.7874, 0.000339953, -159.774
235, 0.00000, 2457, -120.379, 2468.19, 118.94, 0.000339712, -21.7035, 0.000340916, -159.665
236, 0.00000, 2479, -120.094, 2496.66, 119.362, 0.00034274, -21.3833, 0.00034464, -159.239
237, 0.00000, 2470.41, -120.207, 2485.5, 119.197, 0.000341558, -21.5093, 0.000343181, -159.406
238, 0.00000, 2473.41, -120.166, 2489.46, 119.255, 0.000341971, -21.4637, 0.000343699, -159.346
239, 0.00000, 2472.69, -120.174, 2488.58, 119.243, 0.000341873, -21.4731, 0.000343583, -159.359
240, 0.00000, 2479.32, -120.09, 2497.07, 119.368, 0.000342784, -21.3784, 0.000344694, -159.233
241, 0.00000, 2491.59, -119.932, 2512.9, 119.602, 0.000344471, -21.2008, 0.000346765, -158.996
242, 0.00000, 2485.22, -120.015, 2504.61, 119.48, 0.000343594, -21.2946, 0.000345681, -159.12
243, 0.00000, 2463.45, -120.297, 2476.48, 119.063, 0.000340599, -21.6109, 0.000342002, -159.541
244, 0.00000, 2472.31, -120.18, 2488.04, 119.234, 0.00034182, -21.4797, 0.000343513, -159.368
245, 0.00000, 2489.43, -119.957, 2510.23, 119.563, 0.000344177, -21.2293, 0.000346416, -159.035
246, 0.00000, 2484.42, -120.027, 2503.49, 119.463, 0.000343483, -21.3084, 0.000345535, -159.138
247, 0.00000, 2484.62, -120.016, 2504.19, 119.475, 0.000343518, -21.2949, 0.000345625, -159.124
248, 0.00000, 2483.25, -120.024, 2502.89, 119.457, 0.000343338, -21.3037, 0.000345452, -159.141
249, 0.00000, 2475.45, -120.121, 2492.96, 119.31, 0.000342268, -21.4136, 0.000344153, -159.289
250, 0.00000, 2477.67, -120.085, 2496.23, 119.359, 0.00034258, -21.372, 0.000344578, -159.237
251, 0.00000, 2477.56, -120.073, 2496.74, 119.369, 0.000342577, -21.3584, 0.000344641, -159.226
252, 0.00000, 2467.25, -120.187, 2484.35, 119.187, 0.000341175, -21.4864, 0.000343016, -159.406
253, 0.00000, 2464.01, -120.207, 2481.23, 119.144, 0.000340748, -21.5087, 0.000342601, -159.447
