Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 12, 1,    7055.94,   -0.8,    1.0184, 2,    7061.92, -120.7,    1.0193, 3,    7057.81,  119.3,    1.0187
"BP_591_57349", 12, 1,    6808.98,   -2.4,   0.98279, 2,    6836.86, -122.3,   0.98682, 3,    6822.94,  117.8,   0.98481
"STORAGEBUS", 0.48, 1,    272.305,   -2.6,    0.9826, 2,     273.42, -122.5,   0.98662, 3,    272.864,  117.6,   0.98461
"BP_591_19156", 12, 2,    6884.71, -122.7,   0.99372, 0, 0, 0, 0, 0, 0, 0, 0
"DJ_573907_1816", 12, 2,    6884.71, -122.7,   0.99372, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_15969", 12, 2,    6884.71, -122.7,   0.99372, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_19155", 12, 2,    6884.71, -122.7,   0.99372, 0, 0, 0, 0, 0, 0, 0, 0
"FU_591_1770", 12, 2,    6884.71, -122.7,   0.99372, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_22834", 12, 3,    6875.79,  117.3,   0.99243, 0, 0, 0, 0, 0, 0, 0, 0
"DJ_573921_1816", 12, 3,    6875.79,  117.3,   0.99243, 0, 0, 0, 0, 0, 0, 0, 0
"DJ_573920_1816", 12, 3,    6875.79,  117.3,   0.99243, 0, 0, 0, 0, 0, 0, 0, 0
"DJ_573919_1816", 12, 1,     6864.4,   -2.9,   0.99079, 2,    6886.01, -122.7,   0.99391, 3,    6875.79,  117.3,   0.99243
"DJ_573979_1816", 12, 1,    6862.58,   -2.9,   0.99053, 2,    6885.47, -122.8,   0.99383, 3,    6874.74,  117.3,   0.99228
"DJ_573978_1816", 12, 1,    6862.58,   -2.9,   0.99053, 2,    6885.47, -122.8,   0.99383, 3,    6874.74,  117.3,   0.99228
"BP_591_18904", 12, 3,    6863.54,  117.3,   0.99067, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_29125", 12, 3,    6864.51,  117.3,   0.99081, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_1557555", 12, 1,    6869.11,   -2.9,   0.99147, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_1557553", 12, 1,    6869.08,   -2.9,   0.99147, 0, 0, 0, 0, 0, 0, 0, 0
"DJ_620724_1816", 12, 1,    6808.99,   -2.4,   0.98279, 2,    6836.85, -122.3,   0.98681, 3,    6822.83,  117.8,   0.98479
"DJ_3975441_1816", 12, 1,    6809.01,   -2.4,    0.9828, 2,    6836.89, -122.3,   0.98682, 3,    6822.91,  117.8,    0.9848
"DJ_3600578_1816", 12, 1,    6807.21,   -2.4,   0.98254, 2,    6835.47, -122.3,   0.98661, 3,    6821.28,  117.8,   0.98457
"DJ_3600579_1816", 12, 1,    6806.13,   -2.4,   0.98238, 2,    6834.61, -122.3,   0.98649, 3,     6820.3,  117.8,   0.98443
"DJ_3600580_1816", 12, 1,    6803.94,   -2.4,   0.98206, 2,    6832.89, -122.3,   0.98624, 3,    6818.33,  117.8,   0.98414
"DJ_3600581_1816", 12, 1,    6802.37,   -2.4,   0.98184, 2,    6831.65, -122.3,   0.98606, 3,    6816.92,  117.8,   0.98394
"DJ_3600582_1816", 12, 1,    6801.91,   -2.4,   0.98177, 2,    6831.29, -122.3,   0.98601, 3,     6816.5,  117.8,   0.98388
"DJ_3600583_1816", 12, 1,    6801.31,   -2.4,   0.98168, 2,    6830.81, -122.3,   0.98594, 3,    6815.96,  117.8,    0.9838
"DJ_3600584_1816", 12, 1,    6799.43,   -2.5,   0.98141, 2,    6829.33, -122.3,   0.98573, 3,    6814.26,  117.8,   0.98355
"DJ_3600585_1816", 12, 1,    6798.09,   -2.5,   0.98122, 2,    6828.27, -122.3,   0.98558, 3,    6813.05,  117.8,   0.98338
"DJ_3600586_1816", 12, 1,    6796.87,   -2.5,   0.98104, 2,    6827.31, -122.3,   0.98544, 3,    6811.96,  117.7,   0.98322
"DJ_3600587_1816", 12, 1,    6795.84,   -2.5,    0.9809, 2,     6826.5, -122.4,   0.98532, 3,    6811.02,  117.7,   0.98309
"SW_591_447489", 12, 1,    6794.28,   -2.5,   0.98067, 2,    6825.26, -122.4,   0.98514, 3,    6809.61,  117.7,   0.98288
"BP_591_1557554", 12, 1,    6869.08,   -2.9,   0.99147, 0, 0, 0, 0, 0, 0, 0, 0
"DJ_2304721_1816", 12, 1,    6869.08,   -2.9,   0.99147, 0, 0, 0, 0, 0, 0, 0, 0
"XF_591_758929", 12, 1,    6869.08,   -2.9,   0.99147, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_16911", 12, 1,    6859.35,   -2.9,   0.99006, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_26463", 12, 1,    6859.29,   -2.9,   0.99005, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_30883", 12, 3,    6852.69,  117.3,    0.9891, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_30881", 12, 3,    6852.55,  117.3,   0.98908, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_30882", 12, 3,    6852.69,  117.3,    0.9891, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_31060", 12, 3,    6852.97,  117.3,   0.98914, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_22016", 12, 1,     6859.5,   -2.9,   0.99008, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_21046", 12, 1,    6859.44,   -2.9,   0.99008, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_26389", 12, 3,    6853.39,  117.3,    0.9892, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_31062", 12, 3,    6852.78,  117.3,   0.98911, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_25262", 12, 2,    6870.91, -122.8,   0.99173, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_17650", 12, 2,    6870.66, -122.8,    0.9917, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_25069", 12, 2,    6884.99, -122.7,   0.99376, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_25266", 12, 2,    6884.75, -122.7,   0.99373, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_28461", 12, 2,    6885.13, -122.7,   0.99378, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_25263", 12, 2,    6884.99, -122.7,   0.99376, 0, 0, 0, 0, 0, 0, 0, 0
"DJ_2820276_1816", 12, 2,    6866.52, -122.8,    0.9911, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_31570", 12, 2,    6866.52, -122.8,    0.9911, 0, 0, 0, 0, 0, 0, 0, 0
"XF_591_13072", 12, 2,    6866.52, -122.8,    0.9911, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_30701", 12, 1,    6863.08,   -2.9,    0.9906, 2,    6874.59, -122.8,   0.99226, 3,    6863.39,  117.3,   0.99065
"DJ_579118_1816", 12, 1,    6863.08,   -2.9,    0.9906, 2,    6874.59, -122.8,   0.99226, 3,    6863.39,  117.3,   0.99065
"BP_591_30702", 12, 1,    6863.08,   -2.9,    0.9906, 2,    6874.59, -122.8,   0.99226, 3,    6863.39,  117.3,   0.99065
"DJ_568957_1816", 12, 3,    6871.51,  117.3,   0.99182, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_21738", 12, 3,    6871.51,  117.3,   0.99182, 0, 0, 0, 0, 0, 0, 0, 0
"CP_591_7905", 12, 1,    6868.96,   -2.9,   0.99145, 2,     6884.4, -122.8,   0.99368, 3,    6875.21,  117.3,   0.99235
"CP_591_8791", 12, 1,    6868.63,   -2.9,    0.9914, 2,    6883.88, -122.8,    0.9936, 3,    6874.41,  117.3,   0.99224
"FU_591_1895", 12, 1,    6868.95,   -2.9,   0.99145, 0, 0, 0, 0, 0, 0, 0, 0
"BP_591_16525", 12, 1,    6868.87,   -2.9,   0.99144, 0, 0, 0, 0, 0, 0, 0, 0
