Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Transformer.SUBXFRMR"  ,   1,      3083.7,       669.5,         0.0,         0.0,         0.0,         0.0
"Transformer.SUBXFRMR"  ,   2,     -3083.6,      -669.5
"Line.BB_258064"        ,   1,        77.5,        18.1,         0.0,         0.0,         0.0,         0.0
"Line.BB_258064"        ,   2,       -77.5,       -18.1
"Line.BB_258067"        ,   1,       -56.0,       -13.7,         0.0,         0.0,         0.0,         0.0
"Line.BB_258067"        ,   2,        56.0,        13.7
"Line.BB_258070"        ,   1,        71.2,        16.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_258070"        ,   2,       -71.2,       -16.8
"Line.BB_258073"        ,   1,        19.7,         6.2,         0.0,         0.0,         0.0,         0.0
"Line.BB_258073"        ,   2,       -19.7,        -6.2
"Line.BB_258077"        ,   1,        -1.3,        -2.3,         0.0,         0.0,         0.0,         0.0
"Line.BB_258077"        ,   2,         1.3,         2.3
"Line.BB_258080"        ,   1,        13.8,         0.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_258080"        ,   2,       -13.8,        -0.8
"Line.BB_258153"        ,   1,       -26.2,        -3.2,         0.0,         0.0,         0.0,         0.0
"Line.BB_258153"        ,   2,        26.2,         3.2
"Line.BB_258202"        ,   1,        25.6,         3.1,         0.0,         0.0,         0.0,         0.0
"Line.BB_258202"        ,   2,       -25.6,        -3.1
"Line.BB_258797"        ,   1,        19.2,         3.9,         0.0,         0.0,         0.0,         0.0
"Line.BB_258797"        ,   2,       -19.2,        -3.9
"Line.BB_258803"        ,   1,        62.8,        12.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_258803"        ,   2,       -62.8,       -12.8
"Line.BB_258805"        ,   1,        -9.3,        -1.9,         0.0,         0.0,         0.0,         0.0
"Line.BB_258805"        ,   2,         9.3,         1.9
"Line.BB_258824"        ,   1,        40.7,         8.3,         0.0,         0.0,         0.0,         0.0
"Line.BB_258824"        ,   2,       -40.7,        -8.3
"Line.BB_258838"        ,   1,         9.3,         1.9,         0.0,         0.0,         0.0,         0.0
"Line.BB_258838"        ,   2,        -9.3,        -1.9
"Line.BB_258899"        ,   1,        52.1,        10.6,         0.0,         0.0,         0.0,         0.0
"Line.BB_258899"        ,   2,       -52.1,       -10.6
"Line.BB_259014"        ,   1,        25.7,         5.2,         0.0,         0.0,         0.0,         0.0
"Line.BB_259014"        ,   2,       -25.7,        -5.2
"Line.BB_259030"        ,   1,       -91.6,       -22.3,         0.0,         0.0,         0.0,         0.0
"Line.BB_259030"        ,   2,        91.6,        22.3
"Line.BB_259031"        ,   1,        56.0,        13.7,         0.0,         0.0,         0.0,         0.0
"Line.BB_259031"        ,   2,       -56.0,       -13.7
"Line.BB_259033"        ,   1,       -37.3,        -9.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_259033"        ,   2,        37.3,         9.8
"Line.BB_259037"        ,   1,       -27.7,        -7.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_259037"        ,   2,        27.7,         7.8
"Line.BB_259041"        ,   1,        27.7,         7.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_259041"        ,   2,       -27.7,        -7.8
"Line.BB_259044"        ,   1,       -13.8,        -0.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_259044"        ,   2,        13.8,         0.8
"Line.BB_259160"        ,   1,        38.5,         5.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_259160"        ,   2,       -38.5,        -5.8
"Line.BB_259166"        ,   1,       -38.5,        -5.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_259166"        ,   2,        38.5,         5.8
"Line.BB_259171"        ,   1,       -46.5,        -7.4,         0.0,         0.0,         0.0,         0.0
"Line.BB_259171"        ,   2,        46.5,         7.4
"Line.BB_259176"        ,   1,       -54.4,        -9.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_259176"        ,   2,        54.4,         9.0
"Line.BB_259185"        ,   1,        98.8,        16.6,         0.0,         0.0,         0.0,         0.0
"Line.BB_259185"        ,   2,       -98.8,       -16.6
