"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.415 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "12.5 kV Line Loss", "0.415 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "12.5 kV Load Loss", "0.415 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "12.5 kV No Load Loss", "0.415 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "12.5 kV Load Energy", "0.415 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
Dëﬂ2Sü>, 4.63581979453522, 0.679959447586055, 4.63581979453522, 4.68542100752602, 5.55307644754911, 0.66665602996106, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834660948553613, 0.0160948079054465, 0.0834660948553613, 0.0160948079054465, 0.0503527438170889, 0.0160948079054465, 0.0331133510382724, 0, 0.0503527438170889, 0.0331133510382724, 0.0460538674367565, 0.0374122274186047, 0, 0, 0, 0.0460538674367565, 1.00001933016172, -0.000135562882088761, 1.00001933016172, 1.00001933935019, 0.0374122274186047, 0.0460538674367565, 0, 0, 0, 0, 0, 0, 0.0460538674367565, 0, 0, 0, 0, 0, 0.00429887638033237, 0, 0, 0, 0, 0, 0, 0.0331133510382724, 0, 0, 0, 0, 0, 0, 0, 5.55307644754911, 0, 0, 0, 0, 0
Dëﬂ2SØ>, 4.63635017027882, 0.68357041665602, 4.63635017027882, 4.68647110478361, 5.55287137232742, 0.667474599257621, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834878476634366, 0.0161020204250537, 0.0834878476634366, 0.0161020204250537, 0.050374632477383, 0.0161020204250537, 0.0331132151860536, -1.38777878078145E-20, 0.050374632477383, 0.0331133510382724, 0.0460738289767659, 0.0374140186866707, 0, 0, 0, 0.0460738289767659, 1.00000032938129, -3.30795046437737E-7, 1.00001933016172, 1.00001933935019, 0.0374140186866707, 0.0460738289767659, 0, 0, 0, 0, 0, 0, 0.0460738289767659, 0, 0, 0, 0, 0, 0.00430080350061709, 0, 0, 0, 0, 0, 0, 0.0331132151860536, 0, 0, 0, 0, 0, 0, 0, 5.55287137232742, 0, 0, 0, 0, 0
Û¨'f˛L∑>, 4.6363571335332, 0.683578503360463, 4.6363571335332, 4.6864791731022, 5.5528691457659, 0.667476428775869, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880171413415, 0.0161020765644576, 0.0834880171413415, 0.0161020765644576, 0.0503748023340334, 0.0161020765644576, 0.0331132148073081, -1.38777878078145E-20, 0.0503748023340334, 0.0331133510382724, 0.0460739840248671, 0.0374140331164745, 0, 0, 0, 0.0460739840248671, 1.00000000112069, -2.10449695448034E-10, 1.00001933016172, 1.00001933935019, 0.0374140331164745, 0.0460739840248671, 0, 0, 0, 0, 0, 0, 0.0460739840248671, 0, 0, 0, 0, 0, 0.00430081830916632, 0, 0, 0, 0, 0, 0, 0.0331132148073081, 0, 0, 0, 0, 0, 0, 0, 5.5528691457659, 0, 0, 0, 0, 0
Dëﬂ2Sø>, 4.63635715636696, 0.683578506164356, 4.63635715636696, 4.68647919610074, 5.55286913877348, 0.667476429396127, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176361298, 0.0161020767244423, 0.0834880176361298, 0.0161020767244423, 0.0503748028292164, 0.0161020767244423, 0.0331132148069134, 0, 0.0503748028292164, 0.0331133510382724, 0.0460739844778768, 0.037414033158253, 0, 0, 0, 0.0460739844778768, 1.00000000000174, 1.80214199119177E-12, 1.00001933016172, 1.00001933935019, 0.037414033158253, 0.0460739844778768, 0, 0, 0, 0, 0, 0, 0.0460739844778768, 0, 0, 0, 0, 0, 0.00430081835133962, 0, 0, 0, 0, 0, 0, 0.0331132148069134, 0, 0, 0, 0, 0, 0, 0, 5.55286913877348, 0, 0, 0, 0, 0
À∫Àˇ”j√>, 4.63635715640046, 0.683578506111134, 4.63635715640046, 4.68647919612612, 5.55286913876397, 0.667476429384051, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176351369, 0.0161020767257257, 0.0834880176361298, 0.0161020767257257, 0.050374802828222, 0.0161020767257257, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476732, 0.0374140331584049, 0, 0, 0, 0.046073984476732, 0.999999999999996, 8.73878747142953E-15, 1.00001933016172, 1.00001933935019, 0.0374140331584049, 0.046073984476732, 0, 0, 0, 0, 0, 0, 0.046073984476732, 0, 0, 0, 0, 0, 0.00430081835149003, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.55286913876397, 0, 0, 0, 0, 0
Û¨'f˛L«>, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384001, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176348017, 0.0161020767250469, 0.0834880176361298, 0.0161020767257257, 0.0503748028278868, 0.0161020767250469, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476495, 0.0374140331583067, 0, 0, 0, 0.046073984476495, 1, 1.68531855138099E-16, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476495, 0, 0, 0, 0, 0, 0, 0.046073984476495, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
üÉÃ(/À>, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 7.7715611723761E-18, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
Eëﬂ2Sœ>, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
∑¡ùÃæy—>, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
Ã∫Àˇ”j”>, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
