Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.BB_258064"        ,   1,       134.9,        30.4,         0.0,         0.0,         0.0,         0.0
"Line.BB_258064"        ,   2,      -134.9,       -30.4
"Line.BB_258067"        ,   1,       -93.5,       -21.9,         0.0,         0.0,         0.0,         0.0
"Line.BB_258067"        ,   2,        93.5,        21.9
"Line.BB_258070"        ,   1,       122.8,        27.9,         0.0,         0.0,         0.0,         0.0
"Line.BB_258070"        ,   2,      -122.8,       -27.9
"Line.BB_258073"        ,   1,        23.5,         7.9,         0.0,         0.0,         0.0,         0.0
"Line.BB_258073"        ,   2,       -23.5,        -7.9
"Line.BB_258077"        ,   1,        12.0,        -0.7,         0.0,         0.0,         0.0,         0.0
"Line.BB_258077"        ,   2,       -12.0,         0.7
"Line.BB_258080"        ,   1,        41.2,         5.2,         0.0,         0.0,         0.0,         0.0
"Line.BB_258080"        ,   2,       -41.2,        -5.2
"Line.BB_258153"        ,   1,       -53.2,        -7.4,         0.0,         0.0,         0.0,         0.0
"Line.BB_258153"        ,   2,        53.2,         7.4
"Line.BB_258202"        ,   1,        53.2,         7.7,         0.0,         0.0,         0.0,         0.0
"Line.BB_258202"        ,   2,       -53.2,        -7.7
"Line.BB_258797"        ,   1,        36.9,         7.5,         0.0,         0.0,         0.0,         0.0
"Line.BB_258797"        ,   2,       -36.9,        -7.5
"Line.BB_258803"        ,   1,        98.8,        20.1,         0.0,         0.0,         0.0,         0.0
"Line.BB_258803"        ,   2,       -98.8,       -20.1
"Line.BB_258805"        ,   1,       -17.9,        -3.6,         0.0,         0.0,         0.0,         0.0
"Line.BB_258805"        ,   2,        17.9,         3.6
"Line.BB_258824"        ,   1,        56.1,        11.4,         0.0,         0.0,         0.0,         0.0
"Line.BB_258824"        ,   2,       -56.1,       -11.4
"Line.BB_258838"        ,   1,        17.9,         3.6,         0.0,         0.0,         0.0,         0.0
"Line.BB_258838"        ,   2,       -17.9,        -3.6
"Line.BB_258899"        ,   1,        78.1,        15.9,         0.0,         0.0,         0.0,         0.0
"Line.BB_258899"        ,   2,       -78.1,       -15.9
"Line.BB_259014"        ,   1,        50.4,        10.3,         0.0,         0.0,         0.0,         0.0
"Line.BB_259014"        ,   2,       -50.4,       -10.3
"Line.BB_259030"        ,   1,      -138.4,       -33.4,         0.0,         0.0,         0.0,         0.0
"Line.BB_259030"        ,   2,       138.4,        33.4
"Line.BB_259031"        ,   1,        93.5,        21.9,         0.0,         0.0,         0.0,         0.0
"Line.BB_259031"        ,   2,       -93.5,       -21.9
"Line.BB_259033"        ,   1,       -57.3,       -14.5,         0.0,         0.0,         0.0,         0.0
"Line.BB_259033"        ,   2,        57.3,        14.5
"Line.BB_259037"        ,   1,       -38.8,       -10.8,         0.0,         0.0,         0.0,         0.0
"Line.BB_259037"        ,   2,        38.8,        10.8
"Line.BB_259041"        ,   1,        38.8,        11.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_259041"        ,   2,       -38.8,       -11.0
"Line.BB_259044"        ,   1,       -41.2,        -5.2,         0.0,         0.0,         0.0,         0.0
"Line.BB_259044"        ,   2,        41.2,         5.2
"Line.BB_259160"        ,   1,        54.8,         7.3,         0.0,         0.0,         0.0,         0.0
"Line.BB_259160"        ,   2,       -54.8,        -7.3
"Line.BB_259166"        ,   1,       -54.8,        -7.1,         0.0,         0.0,         0.0,         0.0
"Line.BB_259166"        ,   2,        54.8,         7.1
"Line.BB_259171"        ,   1,       -54.8,        -7.1,         0.0,         0.0,         0.0,         0.0
"Line.BB_259171"        ,   2,        54.8,         7.1
"Line.BB_259176"        ,   1,       -54.8,        -7.1,         0.0,         0.0,         0.0,         0.0
"Line.BB_259176"        ,   2,        54.8,         7.1
"Line.BB_259185"        ,   1,        51.3,         4.2,         0.0,         0.0,         0.0,         0.0
"Line.BB_259185"        ,   2,       -51.3,        -4.2
"Line.BB_262469"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_262469"        ,   2,         0.0,         0.0
"Line.BB_263527"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263527"        ,   2,         0.0,         0.0
"Line.BB_263551"        ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263551"        ,   2,        -0.0,        -0.0
"Line.BB_263552"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263552"        ,   2,         0.0,         0.0
"Line.BB_263625"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263625"        ,   2,         0.0,         0.0
"Line.BB_263629"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263629"        ,   2,         0.0,         0.0
"Line.BB_263786"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263786"        ,   2,        -0.0,         0.0
"Line.BB_263787"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263787"        ,   2,        -0.0,         0.0
"Line.BB_263788"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263788"        ,   2,        -0.0,         0.0
"Line.BB_263789"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263789"        ,   2,        -0.0,         0.0
"Line.BB_263790"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263790"        ,   2,         0.0,         0.0
"Line.BB_263791"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263791"        ,   2,         0.0,         0.0
"Line.BB_263792"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263792"        ,   2,         0.0,         0.0
"Line.BB_263793"        ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263793"        ,   2,        -0.0,        -0.0
"Line.BB_263794"        ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263794"        ,   2,        -0.0,        -0.0
"Line.BB_263795"        ,   1,         0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263795"        ,   2,        -0.0,        -0.0
"Line.BB_263796"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263796"        ,   2,        -0.0,         0.0
"Line.BB_263797"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263797"        ,   2,         0.0,        -0.0
"Line.BB_263798"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263798"        ,   2,        -0.0,         0.0
"Line.BB_263799"        ,   1,        -0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263799"        ,   2,         0.0,         0.0
"Line.BB_263800"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263800"        ,   2,         0.0,        -0.0
"Line.BB_263801"        ,   1,         0.0,        -0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263801"        ,   2,        -0.0,         0.0
"Line.BB_263802"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263802"        ,   2,         0.0,        -0.0
"Line.BB_263803"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263803"        ,   2,         0.0,        -0.0
"Line.BB_263804"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263804"        ,   2,         0.0,        -0.0
"Line.BB_263805"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263805"        ,   2,         0.0,        -0.0
"Line.BB_263806"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263806"        ,   2,         0.0,        -0.0
"Line.BB_263807"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263807"        ,   2,         0.0,        -0.0
"Line.BB_263808"        ,   1,        -0.0,         0.0,         0.0,         0.0,         0.0,         0.0
"Line.BB_263808"        ,   2,         0.0,        -0.0
