Timestamp,Circuit.ieee13nodeckt__TotalPower
2020-01-01 18:15:00,(-2086.6647600531446-636.9151975050778j)
2020-01-01 18:30:00,(-2114.00097347155-656.7848278219043j)
2020-01-01 18:45:00,(-2114.130891690882-656.9008590809987j)
2020-01-01 19:00:00,(-2114.1316950524456-656.9016196928416j)
2020-01-01 19:15:00,(-2114.1317003074314-656.9016249404064j)
2020-01-01 19:30:00,(-2114.1317003426225-656.9016249769408j)
2020-01-01 19:45:00,(-2138.270172326139-674.4799927703999j)
2020-01-01 20:00:00,(-2138.386556630368-674.584774007338j)
2020-01-01 20:15:00,(-2138.3872893369207-674.5854734540503j)
2020-01-01 20:30:00,(-2101.277118906863-647.5454380073896j)
2020-01-01 20:45:00,(-2101.263623533507-647.5330273735428j)
2020-01-01 21:00:00,(-2101.263537676046-647.5329442191124j)
2020-01-01 21:15:00,(-2101.263537112939-647.5329436457192j)
2020-01-01 21:30:00,(-2101.2635371121-647.5329436471602j)
2020-01-01 21:45:00,(-2103.4799717697806-649.1442674850857j)
2020-01-01 22:00:00,(-2103.4904534509733-649.1535935981176j)
2020-01-01 22:15:00,(-2103.490517747535-649.1536542456075j)
2020-01-01 22:30:00,(-2118.021608525581-659.7238856941411j)
2020-01-01 22:45:00,(-2118.09087516401-659.7858263395261j)
2020-01-01 23:00:00,(-2118.0913047334157-659.7862335998204j)
2020-01-01 23:15:00,(-2118.0913075494755-659.7862364159511j)
2020-01-01 23:30:00,(-2118.0913075700414-659.7862364340364j)
2020-01-01 23:45:00,(-2218.8260875966093-733.4515167394744j)
2020-01-02 00:00:00,(-2218.866634438888-733.4904275482348j)
2020-01-02 00:15:00,(-2218.8669168450747-733.4907111991886j)
2020-01-02 00:30:00,(-2626.580317592386-1024.1804265691126j)
2020-01-02 00:45:00,(-2626.5699267359296-1024.1703584131822j)
2020-01-02 01:00:00,(-2626.569822392598-1024.1702439859855j)
2020-01-02 01:15:00,(-2626.5698214694803-1024.1702427665407j)
2020-01-02 01:30:00,(-2626.5698214610397-1024.1702427557768j)
2020-01-02 01:45:00,(-2730.1511247514572-1102.6516426439632j)
2020-01-02 02:00:00,(-2730.2583353601285-1102.7402748696982j)
2020-01-02 02:15:00,(-2730.259604133757-1102.7413986679687j)
2020-01-02 02:30:00,(-2648.825922834673-1040.9873867400458j)
2020-01-02 02:45:00,(-2648.745563029403-1040.9231887504486j)
2020-01-02 03:00:00,(-2648.7446638839665-1040.9224155131853j)
2020-01-02 03:15:00,(-2648.744653816471-1040.9224060498846j)
2020-01-02 03:30:00,(-2648.7446537097962-1040.9224059406201j)
2020-01-02 03:45:00,(-2545.731106929658-963.3340894979472j)
2020-01-02 04:00:00,(-2545.636616292724-963.2621201190481j)
2020-01-02 04:15:00,(-2545.635636441108-963.2613109856742j)
2020-01-02 04:30:00,(-2403.4632488558705-857.1425467331545j)
2020-01-02 04:45:00,(-2403.345630632677-857.0595818416028j)
2020-01-02 05:00:00,(-2403.344544845091-857.0587413739319j)
2020-01-02 05:15:00,(-2403.344535179823-857.0587328549971j)
2020-01-02 05:30:00,(-2403.344535102364-857.0587327726514j)
2020-01-02 05:45:00,(-2189.669079226509-699.6420344308226j)
2020-01-02 06:00:00,(-2189.518624396994-699.5507071900145j)
2020-01-02 06:15:00,(-2189.5174998123616-699.5499404813703j)
2020-01-02 06:30:00,(-1930.6196066084283-516.6893867881621j)
2020-01-02 06:45:00,(-1930.6594236265012-516.7234924257178j)
