Powers-0,Powers-1,Powers-2,Powers-3,VoltagesMagAng-0,VoltagesMagAng-1,VoltagesMagAng-2,VoltagesMagAng-3
2.667237,0.541623,0,0,239.845582,-0.719308,0,0
2.501662,0.507984,0,0,240.226102,-0.658954,0,0
2.501662,0.507984,0,0,240.226101,-0.658954,0,0
2.441502,0.495727,0,0,240.321443,-0.643055,0,0
2.448991,0.497294,0,0,240.309472,-0.644978,0,0
2.373762,0.482016,0,0,240.428397,-0.625048,0,0
2.336157,0.474352,0,0,240.487855,-0.615129,0,0
2.291039,0.465185,0,0,240.559041,-0.603197,0,0
2.193193,0.445351,0,0,240.713045,-0.577284,0,0
2.16309,0.439215,0,0,240.760466,-0.569364,0,0
2.193191,0.445366,0,0,240.713014,-0.577257,0,0
2.140534,0.43462,0,0,240.795962,-0.563431,0,0
2.268428,0.460618,0,0,240.594625,-0.597177,0,0
2.140523,0.434657,0,0,240.795857,-0.563373,0,0
2.072811,0.420859,0,0,240.902339,-0.545575,0,0
2.11796,0.430099,0,0,240.83125,-0.557378,0,0
2.065305,0.419344,0,0,240.914089,-0.54358,0,0
2.140514,0.434699,0,0,240.795759,-0.563302,0,0
2.208239,0.448447,0,0,240.689263,-0.581198,0,0
2.148086,0.436149,0,0,240.784107,-0.565432,0,0
2.117971,0.430053,0,0,240.831371,-0.557453,0,0
2.291035,0.465207,0,0,240.558999,-0.603158,0,0
2.200744,0.446884,0,0,240.701165,-0.579279,0,0
2.185694,0.443814,0,0,240.72489,-0.57532,0,0
2.366264,0.480482,0,0,240.440289,-0.623069,0,0
2.17725,0.442117,0,0,240.738105,-0.57307,0,0
2.147522,0.436054,0,0,240.784938,-0.565253,0,0
2.225032,0.451809,0,0,240.66297,-0.585702,0,0
2.28496,0.464021,0,0,240.568432,-0.601489,0,0
2.375536,0.482372,0,0,241.494121,-0.416072,0,0
2.460691,0.499664,0,0,240.818639,-0.191836,0,0
2.491267,0.505873,0,0,240.856355,-0.170087,0,0
2.558806,0.519587,0,0,241.023358,-0.088033,0,0
2.577261,0.52333,0,0,240.946128,-0.116012,0,0
2.682556,0.544715,0,0,239.78351,0.066062,0,0
2.719937,0.552307,0,0,239.908713,0.125145,0,0
2.807611,0.57011,0,0,239.733807,0.072967,0,0
2.927539,0.594462,0,0,239.818347,0.141161,0,0
2.946603,0.598333,0,0,239.895015,0.180866,0,0
3.003933,0.609975,0,0,239.540414,0.03782,0,0
3.106429,0.630787,0,0,238.762416,0.377618,0,0
3.158026,0.641264,0,0,238.205878,0.160142,0,0
3.222768,0.654411,0,0,239.175934,0.57404,0,0
3.320463,0.674249,0,0,239.387876,0.683767,0,0
3.287789,0.667614,0,0,239.311082,0.644473,0,0
3.33356,0.676908,0,0,246.293943,1.521409,0,0
3.33356,0.676908,0,0,244.408789,1.148791,0,0
3.26826,0.663648,0,0,240.876561,0.434425,0,0
3.274785,0.664973,0,0,241.640229,0.588819,0,0
3.229247,0.655727,0,0,244.710607,1.205265,0,0
3.26826,0.663648,0,0,240.484394,0.355469,0,0
3.26826,0.663648,0,0,243.337096,0.929874,0,0
3.274785,0.664973,0,0,246.740012,1.619154,0,0
3.255255,0.661008,0,0,244.269477,1.117378,0,0
3.216243,0.653086,0,0,244.742406,1.211083,0,0
3.242251,0.658367,0,0,241.673789,0.593972,0,0
3.307412,0.671598,0,0,243.814854,1.029969,0,0
3.372853,0.684887,0,0,245.585637,1.392203,0,0
3.418904,0.694238,0,0,241.866255,0.642186,0,0
3.491522,0.708984,0,0,244.60355,1.19869,0,0
3.412285,0.692894,0,0,246.143726,1.507659,0,0
3.399141,0.690225,0,0,242.828725,0.835259,0,0
3.445238,0.699585,0,0,242.525704,0.776422,0,0
3.399141,0.690225,0,0,242.444988,0.757885,0,0
3.445238,0.699585,0,0,243.243731,0.921289,0,0
3.451857,0.700929,0,0,242.701765,0.812245,0,0
3.399144,0.690222,0,0,240.252569,0.315204,0,0
3.465048,0.703608,0,0,242.11783,0.379432,0,0
3.465048,0.703608,0,0,241.7755,0.310808,0,0
3.465048,0.703608,0,0,242.385439,0.12182,0,0
3.491522,0.708984,0,0,241.183768,-0.115301,0,0
3.412285,0.692894,0,0,240.982955,-0.158791,0,0
3.392569,0.688891,0,0,241.642437,-0.33402,0,0
3.34008,0.678138,0,0,240.183322,-0.629339,0,0
3.281323,0.666332,0,0,241.14974,-0.741738,0,0
3.320463,0.674249,0,0,240.49653,-0.86671,0,0
3.405713,0.69156,0,0,240.359808,-0.889322,0,0
3.427107,0.695904,0,0,240.325456,-0.895001,0,0
3.607675,0.73257,0,0,240.034855,-0.943002,0,0
3.660344,0.743265,0,0,241.533059,-0.945304,0,0
3.524942,0.71577,0,0,241.749758,-0.909726,0,0
3.562556,0.723408,0,0,241.689625,-0.919603,0,0
3.607675,0.73257,0,0,241.617429,-0.931457,0,0
3.562556,0.723408,0,0,241.689625,-0.919603,0,0
3.472272,0.705075,0,0,241.833874,-0.895905,0,0
3.396997,0.68979,0,0,241.953923,-0.876171,0,0
3.404544,0.691327,0,0,241.941885,-0.878142,0,0
3.261594,0.662295,0,0,242.169357,-0.840726,0,0
3.269095,0.663823,0,0,242.157429,-0.842681,0,0
3.16376,0.642429,0,0,242.324617,-0.815158,0,0
3.096082,0.628686,0,0,242.431824,-0.797492,0,0
2.983192,0.605763,0,0,242.610301,-0.76806,0,0
3.035861,0.616458,0,0,242.527086,-0.781786,0,0
2.938073,0.596601,0,0,242.681507,-0.75631,0,0
2.71234,0.550764,0,0,241.464308,-0.706204,0,0
2.65967,0.540069,0,0,241.547515,-0.692367,0,0
2.539276,0.515622,0,0,241.737343,-0.660777,0,0
2.441486,0.495769,0,0,241.891107,-0.635159,0,0
2.381327,0.483509,0,0,241.985677,-0.619475,0,0
2.336158,0.474347,0,0,242.056479,-0.60765,0,0
2.230808,0.452989,0,0,242.221304,-0.580087,0,0
2.291019,0.465251,0,0,242.126998,-0.595757,0,0
2.253376,0.457543,0,0,242.186093,-0.586017,0,0
2.230814,0.452971,0,0,242.221356,-0.580112,0,0
2.087852,0.423935,0,0,240.878641,-0.549504,0,0
2.072804,0.420891,0,0,240.902254,-0.545522,0,0
2.11796,0.430099,0,0,240.83125,-0.557377,0,0
2.065305,0.419344,0,0,240.914089,-0.54358,0,0
2.102906,0.427037,0,0,240.854906,-0.553412,0,0
2.080356,0.42242,0,0,240.890416,-0.547521,0,0
2.080352,0.422434,0,0,240.89038,-0.547498,0,0
2.042743,0.414773,0,0,240.949451,-0.537617,0,0
2.027685,0.411729,0,0,240.973019,-0.533625,0,0
2.042736,0.414805,0,0,240.949365,-0.537563,0,0
2.042738,0.414796,0,0,240.949389,-0.537579,0,0
2.080347,0.422457,0,0,240.890319,-0.54746,0,0
2.148066,0.436228,0,0,240.783903,-0.565303,0,0
2.15558,0.437714,0,0,240.772203,-0.567345,0,0
2.215745,0.449966,0,0,240.677465,-0.583188,0,0
2.163094,0.439201,0,0,240.760501,-0.569387,0,0
2.215746,0.449961,0,0,240.677477,-0.583196,0,0
2.052895,0.416865,0,0,240.933426,-0.540252,0,0
2.100108,0.426476,0,0,240.859281,-0.552664,0,0
2.207088,0.448164,0,0,240.691222,-0.580961,0,0
2.315082,0.470097,0,0,241.336487,-0.449683,0,0
2.39982,0.487303,0,0,242.01667,-0.312363,0,0
2.485162,0.504633,0,0,242.286985,-0.219709,0,0
2.5465,0.517088,0,0,241.050611,-0.079646,0,0
2.583463,0.524552,0,0,241.425475,-0.01459,0,0
2.663911,0.540931,0,0,243.681839,0.341693,0,0
2.726183,0.553574,0,0,239.771675,0.071022,0,0
2.807611,0.570109,0,0,239.968319,0.201404,0,0
2.87692,0.584184,0,0,244.634827,0.854575,0,0
2.933925,0.595759,0,0,245.192891,0.969235,0,0
3.003933,0.609975,0,0,245.292086,0.992411,0,0
3.016704,0.612568,0,0,246.293478,1.196535,0,0
3.003933,0.609974,0,0,244.48821,0.832979,0,0
3.029476,0.615161,0,0,248.709232,1.68571,0,0
3.029476,0.615161,0,0,248.754948,1.695198,0,0
3.112861,0.632094,0,0,249.367758,1.823701,0,0
3.170938,0.643886,0,0,250.220928,2.000206,0,0
3.190327,0.647824,0,0,250.622641,2.094954,0,0
3.242251,0.658367,0,0,250.54292,2.078981,0,0
3.222768,0.654411,0,0,250.568533,2.082781,0,0
3.255255,0.661008,0,0,250.44696,2.059312,0,0
3.28131,0.666299,0,0,250.524401,2.088609,0,0
3.26826,0.663648,0,0,250.190996,2.007363,0,0
3.320463,0.674249,0,0,250.469618,2.079377,0,0
3.320468,0.674259,0,0,250.463634,2.076243,0,0
3.340086,0.678233,0,0,249.932913,1.957771,0,0
3.392569,0.68889,0,0,250.357133,2.05639,0,0
3.346658,0.679568,0,0,250.4038,2.058009,0,0
3.326988,0.675574,0,0,249.464741,1.861203,0,0
3.366281,0.683552,0,0,249.50962,1.872237,0,0
3.353183,0.680893,0,0,249.267063,1.821955,0,0
3.359755,0.682227,0,0,248.198737,1.603998,0,0
3.418904,0.694238,0,0,247.875817,1.540949,0,0
3.379425,0.686221,0,0,247.968138,1.557905,0,0
3.399141,0.690225,0,0,247.181014,1.39858,0,0
3.458476,0.702273,0,0,246.622305,1.287846,0,0
3.425476,0.695573,0,0,244.146824,0.78542,0,0
3.438666,0.698251,0,0,245.162978,0.991227,0,0
3.491522,0.708984,0,0,244.847825,0.930038,0,0
3.471666,0.704952,0,0,243.796086,0.716917,0,0
3.50476,0.711671,0,0,243.042535,0.566997,0,0
3.557895,0.722461,0,0,242.040159,0.368282,0,0
3.50476,0.711672,0,0,241.943702,0.035979,0,0
3.518044,0.714369,0,0,240.769699,-0.196015,0,0
3.498141,0.710328,0,0,241.578082,-0.34173,0,0
3.484898,0.707541,0,0,241.638096,-0.637679,0,0
3.544625,0.719747,0,0,241.236725,-0.712847,0,0
3.524662,0.715713,0,0,240.168602,-0.920919,0,0
3.585116,0.727989,0,0,240.071229,-0.936998,0,0
3.562556,0.723408,0,0,240.10758,-0.930996,0,0
3.660344,0.743265,0,0,241.533055,-0.945305,0,0
3.886078,0.789102,0,0,241.170319,-1.004775,0,0
3.871022,0.786045,0,0,241.19457,-1.000802,0,0
3.780739,0.767712,0,0,241.339823,-0.976998,0,0
3.720518,0.755483,0,0,241.436543,-0.961138,0,0
3.795794,0.770769,0,0,241.315625,-0.980965,0,0
3.62273,0.735627,0,0,241.593322,-0.935414,0,0
3.57006,0.724932,0,0,241.677622,-0.921574,0,0
3.532446,0.717294,0,0,241.737765,-0.911696,0,0
3.412052,0.692847,0,0,241.929929,-0.880116,0,0
3.381988,0.686742,0,0,241.977834,-0.872239,0,0
3.261594,0.662295,0,0,242.169357,-0.840726,0,0
3.126145,0.634791,0,0,242.384221,-0.805337,0,0
2.953128,0.599658,0,0,242.657755,-0.76023,0,0
2.780064,0.564516,0,0,241.357175,-0.724011,0,0
