Powers-0,Powers-1,Powers-2,Powers-3,%stored
0.199741,0.000001,0,0,60
0,0,0,0,60
0,0,0,0,59.8748
0,0,0,0,59.7494
0,0,0,0,59.6241
0,0,0,0,59.4987
0,0,0,0,59.3732
0,0,0,0,59.2476
0,0,0,0,59.1218
0,0,0,0,58.996
0,0,0,0,58.8703
0,0,0,0,58.7445
0,0,0,0,58.6188
0,0,0,0,58.493
0,0,0,0,58.3671
0,0,0,0,58.2412
0,0,0,0,58.1152
0,0,0,0,57.9894
0,0,0,0,57.8637
0,0,0,0,57.7379
0,0,0,0,57.612
0,0,0,0,57.4864
0,0,0,0,57.3607
0,0,0,0,57.2349
0,0,0,0,57.1095
0,0,0,0,56.9837
0,0,0,0,56.8579
0,0,0,0,56.7322
0,0,0,0,56.6066
0,0,0,0,56.48
1.470675,0,0,0,56.3533
1.847143,0,0,0,56.861
3.188404,-0.000001,0,0,57.5188
2.793656,-0.000005,0,0,58.7138
5.713002,-0.000002,0,0,59.7518
6.681585,-0.000001,0,0,61.957
6.033493,0,0,0,64.5501
7.118371,0,0,0,66.8832
7.739581,0,0,0,69.6504
5.843291,0,0,0,72.6673
11.154802,-0.000001,0,0,74.9234
7.936815,-0.000001,0,0,79.3079
14.359595,-0.000001,0,0,82.4009
16.208711,0,0,0,88.0645
15.546,-0.000001,0,0,94.4688
0.210627,0,0,0,100
0.207415,0,0,0,100
0.201464,0,0,0,100
0.202743,0,0,0,100
0.207928,0,0,0,100
0.200808,0,0,0,100
0.2056,0,0,0,100
0.211391,0,0,0,100
0.207179,0,0,0,100
0.207982,0,0,0,100
0.202799,0,0,0,100
0.206409,0,0,0,100
0.209418,0,0,0,100
0.203123,0,0,0,100
0.207746,0,0,0,100
0.210371,0,0,0,100
0.204742,0,0,0,100
0.204232,0,0,0,100
0.204096,0,0,0,100
0.205443,0,0,0,100
0.204528,0,0,0,100
0.200421,0,0,0,100
0.203545,0,0,0,100
0.20297,0,0,0,100
0.203995,0,0,0,100
0.201978,0,0,0,100
0.201642,0,0,0,100
0.202747,0,0,0,100
0,0,0,0,100
0,0,0,0,99.8738
0,0,0,0,99.7483
0,0,0,0,99.6229
0,0,0,0,99.4976
0,0,0,0,99.3725
0,0,0,0,99.2459
0,0,0,0,99.1191
0,0,0,0,98.9923
0,0,0,0,98.8656
0,0,0,0,98.7389
0,0,0,0,98.612
0,0,0,0,98.4849
0,0,0,0,98.3579
0,0,0,0,98.2306
0,0,0,0,98.1034
0,0,0,0,97.9759
0,0,0,0,97.8484
0,0,0,0,97.7206
0,0,0,0,97.593
0,0,0,0,97.4652
0,0,0,0,97.3387
0,0,0,0,97.212
0,0,0,0,97.0852
0,0,0,0,96.9582
0,0,0,0,96.8312
0,0,0,0,96.704
0,0,0,0,96.5767
0,0,0,0,96.4495
0,0,0,0,96.3222
0,0,0,0,96.1949
0,0,0,0,96.0689
0,0,0,0,95.943
0,0,0,0,95.8171
0,0,0,0,95.6912
0,0,0,0,95.5653
0,0,0,0,95.4394
0,0,0,0,95.3134
0,0,0,0,95.1874
0,0,0,0,95.0614
0,0,0,0,94.9354
0,0,0,0,94.8094
0,0,0,0,94.6835
0,0,0,0,94.5577
0,0,0,0,94.4319
0,0,0,0,94.3062
0,0,0,0,94.1804
0,0,0,0,94.0547
0,0,0,0,93.9287
0,0,0,0,93.8028
0,0,0,0,93.6771
0,0,0,0,93.5507
0,0,0,0,93.4236
1.060215,0,0,0,93.2955
3.291834,-0.000001,0,0,93.6382
2.806256,-0.000045,0,0,94.8743
0,0,0,0,96.1434
5.85751,-0.000001,0,0,97.4945
7.577444,-0.000001,0,0,99.7571
0.207799,0,0,0,100
0.208748,0,0,0,100
0.208917,0,0,0,100
0.210627,0,0,0,100
0.20755,0,0,0,100
0.214779,0,0,0,100
0.214858,0,0,0,100
0.215918,0,0,0,100
0.217398,0,0,0,100
0.218096,0,0,0,100
0.217957,0,0,0,100
0.218002,0,0,0,100
0.217791,0,0,0,100
0.217925,0,0,0,100
0.217346,0,0,0,100
0.21783,0,0,0,100
0.217819,0.000001,0,0,100
0.216897,0,0,0,100
0.217634,0,0,0,100
0.217716,0,0,0,100
0.216086,0,0,0,100
0.216163,0,0,0,100
0.215743,0,0,0,100
0.213898,0,0,0,100
0.213342,0,0,0,100
0.213501,0,0,0,100
0.212147,0,0,0,100
0.211189,0,0,0,100
0.206971,0,0,0,100
0.208698,0,0,0,100
0.208161,0,0,0,100
0.206377,0,0,0,100
0.205103,0,0,0,100
0.203415,0,0,0,100
0.203253,0,0,0,100
0.201285,0,0,0,100
0.202639,0,0,0,100
0,0,0,0,100
0,0,0,0,99.8737
0,0,0,0,99.7485
0,0,0,0,99.6235
0,0,0,0,99.4983
0,0,0,0,99.3717
0,0,0,0,99.2455
0,0,0,0,99.1193
0,0,0,0,98.9929
0,0,0,0,98.8664
0,0,0,0,98.74
0,0,0,0,98.6133
0,0,0,0,98.4866
0,0,0,0,98.3598
0,0,0,0,98.2327
0,0,0,0,98.1057
0,0,0,0,97.9784
0,0,0,0,97.8509
0,0,0,0,97.7231
0,0,0,0,97.5967
0,0,0,0,97.4704
0,0,0,0,97.3438
0,0,0,0,97.217
